Company,Year_term,Lighting_Fixed rate lighting (MWh),Lighting_Meter rate lighting A/B (MWh),Lighting_Meter rate lighting C (MWh),Lighting_Temporary power (MWh),Lighting_Agricultural power (MWh),Lighting_Public street lighting (MWh),Lighting_Total Lighting - optional contracs (MWh),Lighting_Total Lighting - optional contracs2 (MWh),Lighting_Total Lighting (MWh),Power_Commercial use power - optional contracts (MWh),Power_Commercial use power (MWh),Power_Small use power_Low voltage power - optipnal contracts (MWh),Power_Small use power_Low voltage power (MWh),Power_Small use power_High voltage power A - optinal contracts (MWh),Power_Small use power_High voltage power A (MWh),Power_Small use power_Total Small use power - optional contracts (MWh),Power_Small use power_Total Small use power (MWh),Power_High voltage power B - optional contracts (MWh),Power_High voltage power B (MWh),Power_Other power services_Temporary power (MWh),Power_Other power services_Agricultural power (MWh),Power_Other power services_Construction power (MWh),Power_Other power services_Business use power (MWh),Power_Other power services_High voltage power B - optional contracts (MWh),Power_Other power services_High voltage power B (MWh),Power_Other power services_Commercial use power (MWh),Power_Other power services_High voltage power A/B (MWh),Power_Other power services_Other power services - optional contracts (MWh),Power_Other power services_Total Other power services (MWh),Power_Total Power - optional contracts (MWh),Power_Total Power (MWh),Total of Lighting and Power (MWh),Specific scale demands (MWh),Total Electricity sales (MWh)
会社名,年期,電灯需要_定額電灯,電灯需要_従量電灯AB,電灯需要_従量電灯C,電灯需要_臨時電灯,電灯需要_農事用電灯,電灯需要_公衆街路灯,電灯需要_電灯計_選択約款,電灯需要_電灯計_選択約款2,電灯需要_電灯合計,電力需要_業務用電力_選択約款,電力需要_業務用電力,電力需要_小口電力_低圧電力_選択約款,電力需要_小口電力_低圧電力,電力需要_小口電力_高圧Ａ_選択約款,電力需要_小口電力_高圧電力A,電力需要_小口電力_小口計_選択約款,電力需要_小口電力_小口電力計,電力需要_高圧電力Ｂ_選択約款,電力需要_高圧電力Ｂ,電力需要_その他電力_臨時電力,電力需要_その他電力_農事用電力,電力需要_その他電力_建設工事用電力,電力需要_その他電力_事業用電力,電力需要_その他電力_高圧電力Ｂ_選択約款,電力需要_その他電力_高圧電力Ｂ,電力需要_その他電力_業務用電力,電力需要_その他電力_高圧電力AB,電力需要_その他電力_その他電力_選択約款,電力需要_その他電力_その他電力計,電力需要_電力計_選択約款,電力需要_電力計,電灯電力計,特定規模需要,販売電力合計
Hokkaido,201508,3065,538241,94959,2697,,35717,152684,152684,827363,,,1352,117326,,,,,,,1791,4902,6,407,,,,,7403,14509,8755,131835,959198,1311644,2270842
Tohoku,201508,8377,1202361,237876,6245,,45143,313982,313982,1813984,,,14791,279227,,,,,,,977,33010,6,663,,,,,24740,59396,39531,338623,2152607,4261377,6413984
Tokyo,201508,21126,6242195,1090911,16672,,148662,1222706,1222706,8742273,,,569,1021888,,,,,,,3878,68825,23,4076,,,,,60846,137649,61415,1159537,9901809,14011422,23913231
Chubu,201508,11452,2053845,514116,5138,11,57522,569621,569621,3211705,,,36353,538904,,,,,,,1129,12778,1,672,,,,,64289,78869,100642,617773,3829478,7570946,11400424
Hokuriku,201508,1723,287318,91244,1545,,15967,223320,223320,621117,,,9771,104044,,,,,,,426,4934,7,223,,,,,8843,14433,18614,118477,739594,1636458,2376052
Kansai,201508,9629,2981015,430432,5489,,67369,885468,885468,4379402,,,214,611657,,,,,,,1783,10216,0,1480,,,,,32314,45793,32528,657450,5036852,7384822,12421674
Chugoku,201508,3599,918665,89197,1895,2,25517,540340,540340,1579215,0,0,97,210386,,,,,,,217,3743,6,668,,,0,0,24456,29090,24553,239476,1818691,3410005,5228696
Shikoku,201508,1388,512983,62533,1138,,15028,233572,233572,826642,,,19375,137732,,,,,,,155,6163,0,439,,,,,22922,29679,42297,167411,994053,1416235,2410288
Kyushu,201508,6631,1534804,263652,4001,428,39107,687901,687901,2536524,,,52719,498119,,,,,,,881,21280,12,588,,,,,26017,48778,78736,546897,3083421,4303108,7386529
Okinawa,201508,154,277457,,725,,3626,37093,37093,319055,130003,233584,,58179,,,,,,,98,631,0,1070,,,233584,69123,1085,305591,145334,363770,682825,128907,811732
Hokkaido,201507,3001,483112,85975,2174,,34234,156211,156211,764707,,,1063,92207,,,,,,,106,5932,6,405,,,,,9417,15866,10480,108073,872780,1218826,2091606
Tohoku,201507,8198,1015434,217129,5411,,43728,304202,304202,1594102,,,14830,220876,,,,,,,964,29731,3,597,,,,,30851,62146,45681,283022,1877124,4140580,6017704
Tokyo,201507,20486,4308459,860823,13909,,142424,1004917,1004917,6351019,,,379,674063,,,,,,,2865,48118,23,3589,,,,,70205,124800,70584,798862,7149881,13313120,20463001
Chubu,201507,11146,1326777,388679,4033,8,55103,443238,443238,2228984,,,29287,327355,,,,,,,877,7730,1,579,,,,,70793,79980,100080,407335,2636319,7550909,10187228
Hokuriku,201507,1675,221489,78311,1224,,15329,200055,200055,518083,,,8717,76341,,,,,,,327,3192,8,193,,,,,10354,14074,19071,90415,608498,1687162,2295660
Kansai,201507,9441,1972429,352512,4138,,63934,705323,705323,3107777,,,91,393602,,,,,,,1221,6835,0,1360,,,,,35464,44880,35555,438482,3546259,7179408,10725667
Chugoku,201507,3533,663714,76726,1349,1,24155,457596,457596,1227074,0,0,70,140491,,,,,,,169,2668,6,540,,,0,0,27914,31297,27984,171788,1398862,3254841,4653703
Shikoku,201507,1361,365095,53038,792,,14135,194128,194128,628549,,,16226,91293,,,,,,,140,3776,0,370,,,,,25880,30166,42106,121459,750008,1424905,2174913
Kyushu,201507,6508,1148898,230067,3044,280,37695,611486,611486,2037978,,,45904,348551,,,,,,,691,17745,11,525,,,,,29841,48813,75745,397364,2435342,4095682,6531024
Okinawa,201507,151,264102,,661,,3456,34690,34690,303060,125191,228169,,56445,,,,,,,104,595,0,1171,,,228169,68415,1020,299474,140339,355919,658979,126830,785809
Hokkaido,201506,3163,425955,76132,1584,,36783,149119,149119,692736,,,912,77168,,,,,,,97,5837,9,455,,,,,12101,18499,13013,95667,788403,1199899,1988302
Tohoku,201506,8400,880630,190572,4353,,46892,284240,284240,1415087,,,13334,177344,,,,,,,836,41391,4,641,,,,,31716,74588,45050,251932,1667019,3899216,5566235
Tokyo,201506,21050,3785157,791581,12115,,153511,935273,935273,5698687,,,315,578462,,,,,,,2715,67393,18,2240,,,,,74355,146720,74670,725182,6423869,12656019,19079888
Chubu,201506,11300,1158090,347952,3447,9,59357,405357,405357,1985512,,,25747,273728,,,,,,,826,11084,5,553,,,,,70799,83267,96546,356995,2342507,7096601,9439108
Hokuriku,201506,1727,201460,74743,1071,,16573,200558,200558,496132,,,8309,65579,,,,,,,320,6049,7,171,,,,,11812,18359,20121,83938,580070,1526439,2106509
Kansai,201506,9692,1666795,313684,3329,,67268,643512,643512,2704280,,,89,313624,,,,,,,1242,9339,0,888,,,,,35733,47202,35822,360826,3065106,6705892,9770998
Chugoku,201506,3667,588979,70789,1128,1,26132,436467,436467,1127163,0,0,139,116723,,,,,,,176,3262,4,310,,,0,0,29442,33194,29581,149917,1277080,3011268,4288348
Shikoku,201506,1405,321534,49040,647,,15305,181735,181735,569666,,,16187,78305,,,,,,,125,4754,1,391,,,,,26831,32102,43018,110407,680073,1317335,1997408
Kyushu,201506,6787,1028156,216994,2518,12,40280,586068,586068,1880815,,,44212,300422,,,,,,,727,12602,11,512,,,,,31797,45649,76009,346071,2226886,3890832,6117718
Okinawa,201506,158,207330,,543,,3759,30300,30300,242090,109982,187714,,42055,,,,,,,72,539,0,1018,,,187714,61614,1183,252140,124440,294195,536285,122567,658852
Hokkaido,201505,3259,561490,98045,1491,,40176,222778,222778,927239,,,2267,97704,,,,,,,326,2602,22,635,,,,,38686,42271,40953,139975,1067214,1211232,2278446
Tohoku,201505,8503,1049416,218732,4379,,50511,389574,389574,1721115,,,15382,195943,,,,,,,1369,26271,3,698,,,,,42467,70808,57849,266751,1987866,3747009,5734875
Tokyo,201505,21398,4058921,823848,11904,,163573,1047292,1047292,6126936,,,668,543230,,,,,,,2949,64370,17,2170,,,,,92417,161923,93085,705153,6832089,11862900,18694989
Chubu,201505,11340,1471293,426642,3739,20,63937,555978,555978,2532949,,,32841,304305,,,,,,,1182,9891,4,654,,,,,104913,116644,137754,420949,2953898,6510497,9464395
Hokuriku,201505,1751,224481,79455,1067,,17684,253406,253406,577844,,,8094,63377,,,,,,,328,7742,6,185,,,,,14643,22904,22737,86281,664125,1412472,2076597
Kansai,201505,9838,2069366,375685,3923,,74741,875747,875747,3409300,,,373,328106,,,,,,,1509,6096,0,819,,,,,53426,61850,53799,389956,3799256,6319757,10119013
Chugoku,201505,3754,645049,73883,1129,4,27356,519809,519809,1270984,0,0,358,109722,,,,,,,305,2106,6,555,,,0,0,36409,39381,36767,149103,1420087,2895968,4316055
Shikoku,201505,1424,376411,54946,670,,15811,232331,232331,681593,,,16352,78106,,,,,,,159,3643,0,369,,,,,36220,40391,52572,118497,800090,1222361,2022451
Kyushu,201505,6975,1121428,230410,2486,2,42901,695554,695554,2099756,,,49265,291258,,,,,,,901,7316,10,523,,,,,41748,50498,91013,341756,2441512,3732035,6173547
Okinawa,201505,160,178695,,460,,3943,30045,30045,213303,95979,157911,,31914,,,,,,,52,601,0,866,,,157911,58550,1512,219492,109848,251406,464709,107290,571999
Hokkaido,201504,3530,554467,101615,1476,,44921,255361,255361,961370,,,3430,92155,,,,,,,185,78,24,963,,,,,107317,108567,110747,200722,1162092,1336569,2498661
Tohoku,201504,8837,1243497,257923,5264,,56321,565586,565586,2137428,,,14271,221955,,,,,,,2128,4759,4,815,,,,,60177,67883,74448,289838,2427266,3888022,6315288
Tokyo,201504,22535,5225250,1017298,15197,,186033,1379002,1379002,7845315,,,1682,642910,,,,,,,3985,10022,21,2197,,,,,119677,135903,121359,778812,8624127,12218446,20842573
Chubu,201504,11642,1667449,461751,4223,21,70878,667376,667376,2883340,,,35839,332692,,,,,,,1423,3591,7,689,,,,,136939,142649,172778,475341,3358681,6728756,10087437
Hokuriku,201504,1833,269667,91047,1288,,19695,345870,345870,729400,,,7368,71471,,,,,,,469,3260,8,257,,,,,18078,22072,25446,93543,822943,1431945,2254888
Kansai,201504,10247,2319512,388203,4883,,81468,1027950,1027950,3832263,,,702,344971,,,,,,,1744,1185,0,844,,,,,60086,63859,60788,408830,4241093,6528914,10770007
Chugoku,201504,3962,772954,84330,1584,5,30377,647736,647736,1540948,0,0,443,126774,,,,,,,424,1286,7,609,,,0,0,42540,44866,42983,171640,1712588,2954527,4667115
Shikoku,201504,1479,397959,55836,823,,17266,258776,258776,732139,,,16618,79556,,,,,,,348,1469,9,384,,,,,38633,40843,55251,120399,852538,1209896,2062434
Kyushu,201504,7420,1241810,246732,3403,1,46941,802960,802960,2349267,,,50277,302297,,,,,,,1085,6011,10,508,,,,,58895,66509,109172,368806,2718073,3792829,6510902
Okinawa,201504,170,169662,,530,,4387,30569,30569,205318,90980,150150,,26950,,,,,,,88,492,0,786,,,150150,57726,1683,210925,105212,237875,443193,97582,540775
Hokkaido,201503,3482,548895,102183,2531,,44078,272073,272073,973242,,,4090,85759,,,,,,,172,60,21,1097,,,,,182800,184150,186890,269909,1243151,1337793,2580944
Tohoku,201503,8694,1413618,288272,8044,,56137,702600,702600,2477365,,,13547,248085,,,,,,,2099,2382,10,875,,,,,91206,96572,104753,344657,2822022,4099375,6921397
Tokyo,201503,21905,5683811,1050242,19758,,181811,1480058,1480058,8437585,,,2133,703516,,,,,,,5489,2360,32,2196,,,,,116860,126936,118993,830452,9268037,12503515,21771552
Chubu,201503,11280,1783809,468561,5392,42,69645,719621,719621,3058350,,,35284,362581,,,,,,,2116,2571,18,715,,,,,115814,121234,151098,483815,3542165,6977410,10519575
Hokuriku,201503,1794,314538,101302,1816,,19644,416925,416925,856019,,,7376,84249,,,,,,,535,1641,69,283,,,,,24499,27027,31875,111276,967295,1564122,2531417
Kansai,201503,10048,2496717,380791,6257,,79437,1105959,1105959,4079209,,,845,377920,,,,,,,2384,873,0,970,,,,,57391,61618,58236,439538,4518747,6704294,11223041
Chugoku,201503,3922,881706,87094,2327,7,29714,739276,739276,1744046,0,0,474,148446,,,,,,,488,1068,7,607,,,0,0,43705,45875,44179,194321,1938367,3069337,5007704
Shikoku,201503,1463,485188,61263,1291,,16808,319854,319854,885867,,,18014,97882,,,,,,,575,715,11,873,,,,,43617,45791,61631,143673,1029540,1285433,2314973
Kyushu,201503,7328,1420694,256758,5207,1,46136,922636,922636,2658760,,,50695,350653,,,,,,,1532,5696,12,498,,,,,54342,62080,105037,412733,3071493,3814679,6886172
Okinawa,201503,168,167335,,646,,4336,32419,32419,204904,79589,133457,,21465,,,,,,,58,437,0,702,,,133457,50348,1816,186818,92341,208283,413187,91921,505108
Hokkaido,201502,3828,613590,113439,3455,,51128,315975,315975,1101415,,,4403,92930,,,,,,,309,14,24,1182,,,,,259125,260654,263528,353584,1454999,1394293,2849292
Tohoku,201502,9211,1432145,286345,8606,,64129,720343,720343,2520779,,,12651,256512,,,,,,,1780,1243,14,1126,,,,,119503,123666,132154,380178,2900957,4154177,7055134
Tokyo,201502,23567,6623340,1182822,22585,,211499,1703468,1703468,9767281,,,2691,813538,,,,,,,6397,3029,44,2426,,,,,127272,139167,129963,952705,10719987,12887226,23607213
Chubu,201502,11852,2092066,529522,6608,95,81189,845018,845018,3566350,,,41196,423380,,,,,,,2638,2106,19,816,,,,,124577,130156,165773,553536,4119886,6941894,11061780
Hokuriku,201502,1912,354483,110620,2232,,22457,465368,465368,957072,,,7800,94998,,,,,,,690,745,47,321,,,,,31810,33613,39610,128611,1085683,1493501,2579184
Kansai,201502,10660,2917497,424367,7554,,92296,1280914,1280914,4733288,,,998,438330,,,,,,,2829,899,0,940,,,,,63376,68044,64374,506374,5239662,6683087,11922749
Chugoku,201502,4224,984798,93355,2826,10,33922,818448,818448,1937583,0,0,409,163574,,,,,,,529,757,9,639,,,0,0,46385,48319,46794,211893,2149476,3040364,5189840
Shikoku,201502,1548,520715,62942,1597,,18844,341040,341040,946686,,,18707,104507,,,,,,,547,684,12,417,,,,,44906,46566,63613,151073,1097759,1209291,2307050
Kyushu,201502,7951,1543952,270743,6168,1,52278,995348,995348,2876441,,,52208,379039,,,,,,,1927,6034,19,514,,,,,49830,58324,102038,437363,3313804,3781707,7095511
Okinawa,201502,179,178255,,700,,4952,35288,35288,219374,87720,145141,,20584,,,,,,,40,425,0,750,,,145141,53905,1954,202215,101997,222799,442173,81342,523515
Hokkaido,201501,3838,742166,130736,3927,,53996,378427,378427,1313090,,,4936,107986,,,,,,,357,14,18,1354,,,,,330783,332526,335719,440512,1753602,1436885,3190487
Tohoku,201501,9185,1788762,339038,9435,,66876,894506,894506,3107802,,,15015,312668,,,,,,,1861,1150,25,1259,,,,,181111,185406,196126,498074,3605876,4283197,7889073
Tokyo,201501,23423,7235805,1246989,21324,,218941,1846647,1846647,10593129,,,2966,826257,,,,,,,5764,3286,46,2399,,,,,137451,148946,140417,975204,11568332,12740218,24308550
Chubu,201501,11716,2581343,627881,7028,131,84381,1030924,1030924,4343404,,,49615,485838,,,,,,,3089,1678,16,888,,,,,149700,155371,199315,641209,4984613,6854215,11838828
Hokuriku,201501,1904,433635,128622,2388,,23456,557804,557804,1147809,,,9124,110983,,,,,,,707,427,65,358,,,,,46224,47781,55348,158764,1306573,1583796,2890369
Kansai,201501,10624,3611701,494602,7856,,98442,1567516,1567516,5790741,,,1230,493685,,,,,,,2805,1095,0,992,,,,,76133,81025,77363,574710,6365451,6798252,13163703
Chugoku,201501,4233,1178769,102918,2787,14,35697,975770,975770,2300188,0,0,479,180034,,,,,,,437,483,7,691,,,0,0,53853,55471,54332,235505,2535693,3172723,5708416
Shikoku,201501,1547,641970,72304,1675,,20366,414734,414734,1152596,,,22036,120007,,,,,,,488,782,12,411,,,,,53599,55292,75635,175299,1327895,1292946,2620841
Kyushu,201501,7976,1928184,316826,6374,0,54513,1235207,1235207,3549080,,,60707,436966,,,,,,,2277,7853,8,578,,,,,59981,70697,120688,507663,4056743,3922625,7979368
Okinawa,201501,179,220121,,749,,5254,44529,44529,270832,89813,148172,,25612,,,,,,,59,376,0,931,,,148172,56887,2446,208871,105116,234483,505315,87331,592646
Hokkaido,201412,3653,548052,100633,3675,,48312,263214,263214,967539,,,2424,83943,,,,,,,278,39,19,745,,,,,145773,146854,148197,230797,1198336,1291966,2490302
Tohoku,201412,8837,1311420,266942,9108,,60691,599804,599804,2256802,,,13289,227179,,,,,,,1458,732,27,780,,,,,81430,84427,94719,311606,2568408,4135461,6703869
Tokyo,201412,22153,5347973,1019597,20611,,202424,1376486,1376486,7989245,,,2047,652391,,,,,,,5176,1905,48,2355,,,,,108913,118397,110960,770788,8760032,12641694,21401726
Chubu,201412,11161,1616307,435809,6046,83,77578,637225,637225,2784209,,,34775,317452,,,,,,,2410,1095,15,693,,,,,100076,104289,134851,421741,3205950,6815179,10021129
Hokuriku,201412,1810,302775,97784,2319,,21329,364631,364631,790648,,,7600,80160,,,,,,,673,315,35,189,,,,,24729,25941,32329,106101,896749,1597007,2493756
Kansai,201412,10813,2259162,368077,6169,,87445,970593,970593,3701629,,,660,327340,,,,,,,2051,850,0,986,,,,,51815,55702,52475,383042,4084671,6633418,10718089
Chugoku,201412,4070,810710,82425,2292,9,32064,652926,652926,1584496,,,297,128597,,,,,,,325,192,7,551,,,,,39468,40543,39765,169140,1753636,3066524,4820160
Shikoku,201412,1488,432362,57216,1326,,18322,271160,271160,781874,,,16330,83174,,,,,,,300,662,11,389,,,,,38204,39566,54534,122740,904614,1344172,2248786
Kyushu,201412,7625,1246609,234691,4948,1,49682,777164,777164,2320720,,,42815,296266,,,,,,,1594,6128,7,433,,,,,41224,49386,84039,345652,2666372,3788995,6455367
Okinawa,201412,173,153738,,578,,4664,29226,29226,188379,96656,159269,,23869,,,,,,,58,544,0,901,,,159269,58299,1552,220623,110547,244492,432871,92905,525776
Hokkaido,201411,3559,574046,103130,3779,,46995,231320,231320,962829,,,1203,91761,,,,,,,570,244,15,553,,,,,63593,64975,64796,156736,1119565,1296239,2415804
Tohoku,201411,8633,1077894,225203,7688,,58598,399104,399104,1777120,,,13449,185368,,,,,,,1470,767,13,699,,,,,39273,42222,52722,227590,2004710,3888170,5892880
Tokyo,201411,21408,4297476,883081,17012,,196239,1095083,1095083,6510299,,,1108,532223,,,,,,,3676,1717,40,1467,,,,,92697,99597,93805,631820,7142119,12391326,19533445
Chubu,201411,10794,1463720,430971,5372,30,76262,541744,541744,2528893,,,31574,289505,,,,,,,1850,1299,13,650,,,,,95350,99162,126924,388667,2917560,6689379,9606939
Hokuriku,201411,1752,239850,82648,1961,,20486,254524,254524,601221,,,7611,61496,,,,,,,598,375,12,183,,,,,14037,15205,21648,76701,677922,1446233,2124155
Kansai,201411,9936,2057383,379997,5357,,87491,849699,849699,3389863,,,334,312494,,,,,,,1592,1127,0,806,,,,,49102,52627,49436,365121,3754984,6464381,10219365
Chugoku,201411,3985,713047,81983,1783,5,31799,553704,553704,1386306,,,174,115903,,,,,,,417,1918,10,592,,,,,37446,40383,37620,156286,1542592,2941171,4483763
Shikoku,201411,1459,370419,54986,1016,,17951,218274,218274,664105,,,15940,73765,,,,,,,174,744,10,380,,,,,34176,35484,50116,109249,773354,1229130,2002484
Kyushu,201411,7449,1108750,231326,3873,10,49144,663242,663242,2063794,,,44726,275868,,,,,,,1062,7626,9,536,,,,,37860,47093,82586,322961,2386755,3796897,6183652
Okinawa,201411,171,192178,,607,,4735,32790,32790,230481,109748,189588,,36323,,,,,,,40,761,0,1089,,,189588,63646,1592,256716,124460,293039,523520,102987,626507
Hokkaido,201410,3327,504447,90039,3356,,41666,164545,164545,807380,,,1005,94951,,,,,,,4648,552,9,430,,,,,15546,21185,16551,116136,923516,1345716,2269232
Tohoku,201410,8214,1046705,222993,6928,,53725,324660,324660,1663225,,,14781,230920,,,,,,,2522,1455,11,702,,,,,35285,39975,50066,270895,1934120,3919573,5853693
Tokyo,201410,19844,4083469,854321,15426,,177380,985498,985498,6135938,,,487,591680,,,,,,,3319,4907,44,2261,,,,,77462,87995,77949,679675,6815613,12829702,19645315
Chubu,201410,10122,1353164,402372,4756,19,68734,448465,448465,2287632,,,27583,323704,,,,,,,1297,3359,10,613,,,,,75215,80494,102798,404198,2691830,7109586,9801416
Hokuriku,201410,1646,209959,76276,1749,,18481,196006,196006,504117,,,8332,66910,,,,,,,772,1204,5,178,,,,,11568,13727,19900,80637,584754,1495623,2080377
Kansai,201410,9388,1933305,362026,4705,,78445,708976,708976,3096845,,,113,366905,,,,,,,1572,3047,0,877,,,,,38142,43638,38255,410543,3507388,6934868,10442256
Chugoku,201410,3770,633070,75180,1465,4,28522,436921,436921,1178932,,,81,127166,,,,,,,442,5501,9,596,,,,,28472,35020,28553,162186,1341118,3127635,4468753
Shikoku,201410,1384,367070,54800,940,,16402,190222,190222,630818,,,16128,87996,,,,,,,204,1813,9,380,,,,,28176,30582,44304,118578,749396,1282319,2031715
Kyushu,201410,6984,1124270,232592,3772,27,45138,595776,595776,2008559,,,46586,329047,,,,,,,962,15350,10,555,,,,,31890,48767,78476,377814,2386373,4066204,6452577
Okinawa,201410,164,238899,,683,,4216,33435,33435,277397,125567,225791,,49836,,,,,,,89,609,0,1132,,,225791,66008,1226,294855,140406,344691,622088,113318,735406
Hokkaido,201409,3224,503737,90773,3108,,39505,143651,143651,783998,,,1173,104518,,,,,,,1244,702,8,453,,,,,7471,9878,8644,114396,898394,1378931,2277325
Tohoku,201409,8028,1028030,213588,6394,,50043,280992,280992,1587075,,,13865,231413,,,,,,,1275,7807,12,644,,,,,27602,37340,41467,268753,1855828,4054193,5910021
Tokyo,201409,19028,4648144,909511,15929,,167586,992561,992561,6752759,,,392,748039,,,,,,,4255,25925,51,2388,,,,,65450,98069,65842,846108,7598867,13706350,21305217
Chubu,201409,9752,1559754,428048,4851,20,65427,453905,453905,2521757,,,27408,406486,,,,,,,1143,6411,7,608,,,,,63911,72080,91319,478566,3000323,7489131,10489454
Hokuriku,201409,1585,234401,80908,1745,,17430,190022,190022,526091,,,9124,85275,,,,,,,704,1452,4,219,,,,,9875,12254,18999,97529,623620,1536130,2159750
Kansai,201409,9129,2343668,380245,5200,,74137,737309,737309,3549688,,,165,484854,,,,,,,1732,5792,0,1089,,,,,32258,40871,32423,525725,4075413,7305326,11380739
Chugoku,201409,3681,744326,79757,1703,2,27140,454170,454170,1310779,,,109,165972,,,,,,,319,4872,10,621,,,,,25136,30958,25245,196930,1507709,3274358,4782067
Shikoku,201409,1346,439953,58781,1133,,15979,200755,200755,717947,,,17666,117356,,,,,,,256,2480,9,411,,,,,24789,27945,42455,145301,863248,1302637,2165885
Kyushu,201409,6787,1318825,245836,4096,285,43206,608793,608793,2227828,,,49567,420552,,,,,,,1044,15580,12,575,,,,,27808,45019,77375,465571,2693399,4340670,7034069
Okinawa,201409,160,261005,,714,,4043,34014,34014,299936,131646,228379,,55054,,,,,,,89,458,0,1225,,,228379,66723,1112,297986,147119,353040,652976,123644,776620
Hokkaido,201408,3115,547809,98271,3082,,37402,151180,151180,840859,,,1348,119015,,,,,,,1345,4644,7,461,,,,,7631,14088,8979,133103,973962,1397289,2371251
Tohoku,201408,7811,1208010,242091,6918,,47884,309525,309525,1822239,,,15042,277426,,,,,,,1088,25721,11,650,,,,,28447,55917,43489,333343,2155582,4266328,6421910
Tokyo,201408,18203,5911056,1076390,17568,,159371,1129187,1129187,8311775,,,466,993595,,,,,,,4092,67616,60,4003,,,,,64746,140517,65212,1134111,9445886,14644488,24090374
Chubu,201408,9393,1940460,503518,5251,11,62738,530225,530225,3051596,,,31660,516772,,,,,,,1216,12635,9,620,,,,,68455,82935,100115,599707,3651303,7484403,11135706
Hokuriku,201408,1536,285714,91228,1809,,16747,212217,212217,609251,,,9902,102113,,,,,,,287,3632,3,207,,,,,9669,13798,19571,115911,725162,1602523,2327685
Kansai,201408,8864,2913169,436709,5827,,71727,857378,857378,4293674,,,173,610059,,,,,,,1986,12295,0,1500,,,,,33865,49646,34038,659705,4953379,7675141,12628520
Chugoku,201408,3579,887396,89068,1880,1,26435,513306,513306,1521665,,,132,203725,,,,,,,261,3135,19,642,,,,,26100,30157,26232,233882,1755547,3379549,5135096
Shikoku,201408,1308,505147,63191,1205,,15443,220345,220345,806639,,,18501,133742,,,,,,,245,5735,9,399,,,,,24949,31337,43450,165079,971718,1404873,2376591
Kyushu,201408,6570,1489186,260398,4119,461,41346,650001,650001,2452081,,,52626,479457,,,,,,,1088,17923,14,574,,,,,27513,47112,80139,526569,2978650,4493413,7472063
Okinawa,201408,156,272196,,676,,3814,34355,34355,311197,133874,240531,,58156,,,,,,,76,515,0,1201,,,240531,68762,1143,312228,149221,370384,681581,129298,810879
Hokkaido,201407,3047,480213,87056,2425,,35603,146721,146721,755065,,,1062,94987,,,,,,,172,6043,8,444,,,,,8671,15338,9733,110325,865390,1312288,2177678
Tohoku,201407,7644,987496,209940,5738,,45475,278754,278754,1535047,,,13893,215212,,,,,,,1006,24353,14,636,,,,,30608,56617,44501,271829,1806876,4142183,5949059
Tokyo,201407,17693,4639558,937773,15994,,153903,1012906,1012906,6777827,,,319,751689,,,,,,,3426,51893,52,3727,,,,,76109,135208,76428,886897,7664724,13967965,21632689
Chubu,201407,9085,1387087,401594,4331,9,60039,426484,426484,2288629,,,26795,359286,,,,,,,1013,11090,9,576,,,,,70627,83315,97422,442601,2731230,7711017,10442247
Hokuriku,201407,1485,227890,79908,1416,,16037,188999,188999,515735,,,8960,80352,,,,,,,255,3424,1,176,,,,,10681,14537,19641,94889,610624,1676553,2287177
Kansai,201407,8653,2043306,362494,4380,,67690,693471,693471,3179994,,,118,419222,,,,,,,1409,10744,0,1150,,,,,35657,48960,35775,468182,3648176,7563406,11211582
Chugoku,201407,3511,666709,76414,1413,1,24914,433289,433289,1206251,,,72,142741,,,,,,,220,3110,17,531,,,,,27813,31691,27885,174432,1380683,3277238,4657921
Shikoku,201407,1275,376685,54385,906,,14626,184547,184547,632424,,,15833,94753,,,,,,,193,4955,9,607,,,,,26939,32703,42772,127456,759880,1461955,2221835
Kyushu,201407,6423,1172794,232731,3255,292,39939,583429,583429,2038863,,,46698,359300,,,,,,,943,20437,10,521,,,,,30902,52813,77600,412113,2450976,4252171,6703147
Okinawa,201407,154,241667,,632,,3668,31574,31574,277695,118835,209677,,50313,,,,,,,48,261,0,1204,,,209677,63171,1178,275539,133862,325852,603547,124899,728446
Hokkaido,201406,3181,460687,83441,1810,,38660,157010,157010,744789,,,1016,83788,,,,,,,184,6631,8,517,,,,,14389,21729,15405,105517,850306,1253949,2104255
Tohoku,201406,7870,961645,204837,5059,,49665,295455,295455,1524531,,,13570,189334,,,,,,,1124,40006,15,669,,,,,35417,77231,48987,266565,1791096,3954437,5745533
Tokyo,201406,18404,3777534,791616,13616,,163133,881710,881710,5646013,,,285,565771,,,,,,,2858,57661,42,2189,,,,,77026,139775,77311,705546,6351559,13284972,19636531
Chubu,201406,9245,1227772,368627,3952,7,64877,409999,409999,2084479,,,24574,282706,,,,,,,1003,11367,7,594,,,,,79089,92060,103663,374766,2459245,7168442,9627687
Hokuriku,201406,1505,213840,77370,1200,,17129,196684,196684,507728,,,8531,68738,,,,,,,317,6103,1,158,,,,,12501,19080,21032,87818,595546,1520780,2116326
Kansai,201406,8890,1766404,332452,3593,,72052,667394,667394,2850785,,,109,320271,,,,,,,1264,10890,0,942,,,,,39860,52956,39969,373227,3224012,7012353,10236365
Chugoku,201406,3644,618994,73920,1202,1,27505,439230,439230,1164496,,,100,119274,,,,,,,231,3551,20,552,,,,,31739,36093,31839,155367,1319863,3116450,4436313
