Company,Year_term,Peak demand (MW),Time and date of occurrence (Y/M/D/H)
会社名,年期,総合計,最大発生日時
Kyushu,199403,10183,1994.03.16.11
Okinawa,199403,765,1994.3.3.20
Hokkaido,199402,4194,1994.02.03.18
Tohoku,199402,10661,1994.02.04.11
Tokyo,199402,46150,1994.02.01.17
Chubu,199402,20945,1994.02.01.11
Hokuriku,199402,4134,1994.02.03.11
Kansai,199402,23382,1994.02.15.11
Chugoku,199402,8334,1994.02.04.10
Shikoku,199402,3845,1994.02.15.17
Kyushu,199402,10525,1994.02.04.10
Okinawa,199402,770,1994.2.1.20
Hokkaido,199401,4169,1994.01.20.18
Tohoku,199401,10691,1994.01.19.17
Tokyo,199401,45040,1994.01.14.11
Chubu,199401,20179,1994.01.25.10
Hokuriku,199401,4067,1994.01.21.11
Kansai,199401,23138,1994.01.24.11
Chugoku,199401,8196,1994.01.21.10
Shikoku,199401,3784,1994.01.25.10
Kyushu,199401,10721,1994.01.20.11
Okinawa,199401,784,1994.1.21.20
Hokkaido,199312,4313,1993.12.17.17
Tohoku,199312,11045,1993.12.22.17
Tokyo,199312,45550,1993.12.20.17
Chubu,199312,19819,1993.12.22.11
Hokuriku,199312,4151,1993.12.22.11
Kansai,199312,23013,1993.12.22.11
Chugoku,199312,8103,1993.12.22.10
Shikoku,199312,3713,1993.12.16.17
Kyushu,199312,10636,1993.12.22.11
Okinawa,199312,892,1993.12.3.19
Hokkaido,199311,4139,1993.11.29.17
Tohoku,199311,10118,1993.11.24.17
Tokyo,199311,39310,1993.11.25.18
Chubu,199311,17902,1993.11.25.10
Hokuriku,199311,3751,1993.11.25.11
Kansai,199311,20637,1993.11.26.17
Chugoku,199311,7708,1993.11.26.10
Shikoku,199311,3458,1993.11.26.17
Kyushu,199311,10025,1993.11.24.19
Okinawa,199311,920,1993.11.8.19
Hokkaido,199310,3949,1993.10.28.18
Tohoku,199310,9207,1993.10.28.18
Tokyo,199310,37436,1993.10.08.17
Chubu,199310,17029,1993.10.13.15
Hokuriku,199310,3350,1993.10.08.15
Kansai,199310,19413,1993.10.04.15
Chugoku,199310,6900,1993.10.04.14
Shikoku,199310,3151,1993.10.08.14
Kyushu,199310,8943,1993.10.04.15
Okinawa,199310,1037,1993.10.12.15
Hokkaido,199309,3885,1993.09.16.19
Tohoku,199309,9940,1993.09.01.15
Tokyo,199309,48287,1993.09.01.15
Chubu,199309,22345,1993.09.02.15
Hokuriku,199309,4049,1993.09.01.15
Kansai,199309,27431,1993.09.01.15
Chugoku,199309,9013,1993.09.01.15
Shikoku,199309,4301,1993.09.01.15
Kyushu,199309,11787,1993.09.01.15
Okinawa,199309,1175,1993.9.17.15
Hokkaido,199308,,1993.08.26.15
Tohoku,199308,,1993.08.25.15
Tokyo,199308,,1993.08.24.15
Chubu,199308,,1993.08.24.15
Hokuriku,199308,,1993.08.26.14
Kansai,199308,,1993.08.26.15
Chugoku,199308,,1993.08.26.15
Shikoku,199308,,1993.08.27.15
Kyushu,199308,,1993.08.26.15
Okinawa,199308,,1993.8.27.14
Hokkaido,199307,3703,1993.07.08.15
Tohoku,199307,10080,1993.07.27.15
Tokyo,199307,47501,1993.07.29.15
Chubu,199307,21695,1993.07.29.15
Hokuriku,199307,4417,1993.07.29.15
Kansai,199307,27277,1993.07.28.15
Chugoku,199307,12345685792,1993.07.13.15
Shikoku,199307,4380,1993.07.30.15
Kyushu,199307,12512,1993.07.13.15
Okinawa,199307,1218,1993.7.16.15
Hokkaido,199306,3498,1993.06.18.15
Tohoku,199306,0,1993.06.17.15
Tokyo,199306,46269,1993.06.17.15
Chubu,199306,20835,1993.06.17.15
Hokuriku,199306,3778,1993.06.18.15
Kansai,199306,24793,1993.06.17.15
Chugoku,199306,12345685792,1993.06.17.15
Shikoku,199306,3865,1993.06.17.15
Kyushu,199306,10723,1993.06.17.15
Okinawa,199306,1180,1993.6.30.16
Hokkaido,199305,3463,1993.05.27.17
Tohoku,199305,8820,1993.05.14.12
Tokyo,199305,40500,1993.05.13.15
Chubu,199305,17781,1993.05.13.15
Hokuriku,199305,3391,1993.05.14.12
Kansai,199305,20001,1993.05.28.15
Chugoku,199305,7138,1993.05.28.15
Shikoku,199305,3241,1993.05.13.15
Kyushu,199305,9006,1993.05.13.15
Okinawa,199305,1042,1993.5.25.15
Hokkaido,199304,3627,1993.04.23.15
Tohoku,199304,9103,1993.04.09.11
Tokyo,199304,37843,1993.04.13.10
Chubu,199304,17854,1993.04.08.10
Hokuriku,199304,3665,1993.04.09.11
Kansai,199304,20558,1993.04.12.11
Chugoku,199304,7437,1993.04.09.10
Shikoku,199304,3267,1993.04.09.10
Kyushu,199304,8813,1993.04.08.11
Okinawa,199304,929,1993.4.30.20
Hokkaido,199303,3838,1993.03.05.19
Tohoku,199303,9836,1993.03.02.11
Tokyo,199303,43680,1993.03.12.14
Chubu,199303,19631,1993.03.02.10
Hokuriku,199303,4016,1993.03.02.11
Kansai,199303,22419,1993.03.02.11
Chugoku,199303,8136,1993.03.02.10
Shikoku,199303,3590,1993.03.15.11
Kyushu,199303,9798,1993.03.02.10
Okinawa,199303,,
Hokkaido,199302,4036,1993.02.04.18
Tohoku,199302,10035,1993.02.02.18
Tokyo,199302,43060,1993.02.01.11
Chubu,199302,20246,1993.02.02.11
Hokuriku,199302,4044,1993.02.02.11
Kansai,199302,23358,1993.02.02.11
Chugoku,199302,8188,1993.02.23.12
Shikoku,199302,3669,1993.02.02.10
Kyushu,199302,10161,1993.02.09.11
Okinawa,199302,,
Hokkaido,199301,4090,1993.01.22.18
Tohoku,199301,10359,1993.01.14.17
Tokyo,199301,45200,1993.01.25.17
Chubu,199301,20083,1993.01.29.11
Hokuriku,199301,4063,1993.01.28.11
Kansai,199301,23152,1993.01.28.11
Chugoku,199301,8270,1993.01.29.10
Shikoku,199301,3670,1993.01.29.10
Kyushu,199301,10399,1993.01.28.11
Okinawa,199301,,
Hokkaido,199212,4215,1992.12.18.17
Tohoku,199212,10788,1992.12.24.17
Tokyo,199212,42128,1992.12.24.18
Chubu,199212,19883,1992.12.24.11
Hokuriku,199212,4130,1992.12.24.15
Kansai,199212,22365,1992.12.24.11
Chugoku,199212,8157,1992.12.25.10
Shikoku,199212,3609,1992.12.24.10
Kyushu,199212,9956,1992.12.24.10
Okinawa,199212,,
Hokkaido,199211,4094,1992.11.27.17
Tohoku,199211,10156,1992.11.27.17
Tokyo,199211,40932,1992.11.27.18
Chubu,199211,18434,1992.11.27.11
Hokuriku,199211,3900,1992.11.26.17
Kansai,199211,21211,1992.11.27.17
Chugoku,199211,7632,1992.11.27.10
Shikoku,199211,3421,1992.11.26.18
Kyushu,199211,9711,1992.11.26.19
Okinawa,199211,,
Hokkaido,199210,3832,1992.10.29.18
Tohoku,199210,9144,1992.10.20.17
Tokyo,199210,38264,1992.10.29.17
Chubu,199210,19055,1992.10.02.15
Hokuriku,199210,3600,1992.10.02.15
Kansai,199210,22776,1992.10.02.15
Chugoku,199210,7536,1992.10.02.15
Shikoku,199210,3443,1992.10.02.15
Kyushu,199210,9446,1992.10.02.15
Okinawa,199210,,
Hokkaido,199209,3908,1992.09.14.19
Tohoku,199209,11060,1992.09.01.15
Tokyo,199209,54100,1992.09.04.15
Chubu,199209,24020,1992.09.04.15
Hokuriku,199209,4608,1992.09.02.15
Kansai,199209,29067,1992.09.04.15
Chugoku,199209,9695,1992.09.04.15
Shikoku,199209,4592,1992.09.04.15
Kyushu,199209,12923,1992.09.03.15
Okinawa,199209,,
Hokkaido,199208,3814,1992.08.06.15
Tohoku,199208,11366,1992.08.25.12
Tokyo,199208,52600,1992.08.28.15
Chubu,199208,23263,1992.08.28.15
Hokuriku,199208,4666,1992.08.28.15
Kansai,199208,28498,1992.08.28.15
Chugoku,199208,9561,1992.08.07.15
Shikoku,199208,4392,1992.08.28.15
Kyushu,199208,12554,1992.08.28.15
Okinawa,199208,,
Hokkaido,199207,3741,1992.07.29.14
Tohoku,199207,11380,1992.07.30.15
Tokyo,199207,52750,1992.07.30.15
Chubu,199207,23748,1992.07.29.15
Hokuriku,199207,4569,1992.07.30.15
Kansai,199207,28953,1992.07.29.15
Chugoku,199207,9931,1992.07.29.15
Shikoku,199207,4655,1992.07.31.15
Kyushu,199207,13039,1992.07.31.15
Okinawa,199207,,
Hokkaido,199206,3531,1992.6.30.15
Tohoku,199206,9162,1992.6.29.15
Tokyo,199206,39359,1992.6.9.15
Chubu,199206,18481,1992.6.16.15
Hokuriku,199206,3542,1992.6.4.15
Kansai,199206,22282,1992.6.11.15
Chugoku,199206,7515,1992.6.5.15
Shikoku,199206,3328,1992.6.11.15
Kyushu,199206,9546,1992.6.18.15
Okinawa,199206,1071,
Hokkaido,199205,3419,1992.05.01.20
Tohoku,199205,8518,1992.05.14.12
Tokyo,199205,36718,1992.05.22.15
Chubu,199205,17160,1992.05.22.15
Hokuriku,199205,3308,1992.05.21.15
Kansai,199205,19698,1992.05.22.15
Chugoku,199205,6922,1992.05.15.14
Shikoku,199205,3020,1992.05.14.17
Kyushu,199205,8899,1992.05.22.15
Okinawa,199205,912,
Hokkaido,199204,3451,1992.04.16.19
Tohoku,199204,8737,1992.04.07.11
Tokyo,199204,37646,1992.04.10.15
Chubu,199204,17395,1992.04.01.12
Hokuriku,199204,3490,1992.04.13.12
Kansai,199204,19131,1992.04.13.15
Chugoku,199204,6935,1992.04.01.11
Shikoku,199204,3061,1992.04.01.11
Kyushu,199204,8260,1992.04.01.11
Okinawa,199204,,
Hokkaido,199203,3723,1992.03.06.19
Tohoku,199203,9619,1992.03.18.17
Tokyo,199203,43500,1992.03.18.12
Chubu,199203,18933,1992.03.18.11
Hokuriku,199203,3710,1992.03.18.11
Kansai,199203,20773,1992.03.18.11
Chugoku,199203,7439,1992.03.18.10
Shikoku,199203,3444,1992.03.05.17
Kyushu,199203,9215,1992.03.27.11
Okinawa,199203,774,
Hokkaido,199202,3995,1992.02.10.18
Tohoku,199202,9658,1992.02.07.18
Tokyo,199202,41694,1992.02.24.11
Chubu,199202,19282,1992.02.03.11
Hokuriku,199202,3986,1992.02.21.11
Kansai,199202,22245,1992.02.21.11
Chugoku,199202,7831,1992.02.25.10
Shikoku,199202,3605,1992.02.24.10
Kyushu,199202,9589,1992.02.10.11
Okinawa,199202,725,
Hokkaido,199201,3969,1992.01.24.18
Tohoku,199201,10041,1992.01.24.18
Tokyo,199201,43080,1992.01.31.17
Chubu,199201,19699,1992.01.21.10
Hokuriku,199201,4025,1992.01.23.17
Kansai,199201,22146,1992.01.21.10
Chugoku,199201,79239,1992.01.24.10
Shikoku,199201,3606,1992.01.21.10
Kyushu,199201,9887,1992.01.17.19
Okinawa,199201,711,
Hokkaido,199112,4101,1991.12.11.17
Tohoku,199112,10189,1991.12.12.17
Tokyo,199112,43055,1991.12.26.12
Chubu,199112,18826,1991.12.12.17
Hokuriku,199112,3954,1991.12.12.17
Kansai,199112,21399,1991.12.12.18
Chugoku,199112,7827,1991.12.13.10
Shikoku,199112,3514,1991.12.12.18
Kyushu,199112,9835,1991.12.12.19
Okinawa,199112,719,
Hokkaido,199111,3849,1991.11.25.17
Tohoku,199111,9637,1991.11.25.17
Tokyo,199111,40754,1991.11.28.17
Chubu,199111,18066,1991.11.26.10
Hokuriku,199111,3701,1991.11.26.11
Kansai,199111,20559,1991.11.26.11
Chugoku,199111,7346,1991.11.26.10
Shikoku,199111,3285,1991.11.26.18
Kyushu,199111,8869,1991.11.14.19
Okinawa,199111,755,
Hokkaido,199110,3713,1991.10.17.18
Tohoku,199110,9075,1991.10.11.17
Tokyo,199110,39726,1991.10.04.15
Chubu,199110,18101,1991.10.04.15
Hokuriku,199110,3373,1991.10.03.15
Kansai,199110,20740,1991.10.04.15
Chugoku,199110,6920,1991.10.04.14
Shikoku,199110,3213,1991.10.04.15
Kyushu,199110,8876,1991.10.03.15
Okinawa,199110,975,
Hokkaido,199109,3796,1991.09.06.19
Tohoku,199109,10673,1991.09.06.15
Tokyo,199109,49744,1991.09.06.15
Chubu,199109,22547,1991.09.05.15
Hokuriku,199109,4429,1991.09.05.15
Kansai,199109,28083,1991.09.05.15
Chugoku,199109,9543,1991.09.06.15
Shikoku,199109,4405,1991.09.05.15
Kyushu,199109,12418,1991.09.05.15
Okinawa,199109,1130,
Hokkaido,199108,3641,1991.08.20.15
Tohoku,199108,10730,1991.08.22.15
Tokyo,199108,51400,1991.08.02.15
Chubu,199108,22870,1991.08.02.15
Hokuriku,199108,4456,1991.08.01.15
Kansai,199108,29190,1991.08.23.15
Chugoku,199108,9531,1991.08.02.15
Shikoku,199108,4572,1991.08.01.15
Kyushu,199108,12573,1991.08.01.15
Okinawa,199108,1091,
Hokkaido,199107,3708,1991.07.25.15
Tohoku,199107,10330,1991.07.31.12
Tokyo,199107,51900,1991.07.24.15
Chubu,199107,22987,1991.07.24.15
Hokuriku,199107,4349,1991.07.31.15
Kansai,199107,28620,1991.07.23.15
Chugoku,199107,9626,1991.07.24.15
Shikoku,199107,4622,1991.07.25.15
Kyushu,199107,12764,1991.07.24.15
Okinawa,199107,1124,
Hokkaido,199106,3496,1991.06.26.15
Tohoku,199106,9900,1991.06.12.15
Tokyo,199106,48780,1991.06.27.15
Chubu,199106,21736,1991.06.26.15
Hokuriku,199106,4104,1991.06.26.16
Kansai,199106,26060,1991.06.26.16
Chugoku,199106,8408,1991.06.26.16
Shikoku,199106,4097,1991.06.27.15
Kyushu,199106,10130,1991.06.27.15
Okinawa,199106,1110,
Hokkaido,199105,3348,1991.05.01.19
Tohoku,199105,8642,1991.05.24.15
Tokyo,199105,38630,1991.05.23.15
Chubu,199105,17765,1991.05.23.15
Hokuriku,199105,3480,1991.05.24.16
Kansai,199105,21719,1991.05.24.15
Chugoku,199105,7085,1991.05.24.15
Shikoku,199105,3193,1991.05.24.15
Kyushu,199105,8719,1991.05.24.17
Okinawa,199105,1011,
Hokkaido,199104,3380,1991.04.06.19
Tohoku,199104,8632,1991.04.01.11
Tokyo,199104,38817,1991.04.01.12
Chubu,199104,17351,1991.04.02.11
Hokuriku,199104,3410,1991.04.01.11
Kansai,199104,19731,1991.04.02.11
Chugoku,199104,6906,1991.04.02.10
Shikoku,199104,3138,1991.04.01.11
Kyushu,199104,8425,1991.04.01.11
Okinawa,199104,838,
Hokkaido,199103,3654,1991.03.14.19
Tohoku,199103,9159,1991.03.15.11
Tokyo,199103,40490,1991.03.11.17
Chubu,199103,18499,1991.03.01.11
Hokuriku,199103,3657,1991.03.15.11
Kansai,199103,21437,1991.03.01.11
Chugoku,199103,7422,1991.03.08.14
Shikoku,199103,3503,1991.03.22.11
Kyushu,199103,8891,1991.03.04.17
Okinawa,199103,,
Hokkaido,199102,3656,1991.02.07.18
Tohoku,199102,9569,1991.02.08.12
Tokyo,199102,40078,1991.02.15.17
Chubu,199102,18977,1991.02.08.10
Hokuriku,199102,3803,1991.02.21.17
Kansai,199102,22317,1991.02.25.11
Chugoku,199102,7642,1991.02.22.17
Shikoku,199102,3546,1991.02.22.17
Kyushu,199102,9640,1991.02.22.17
Okinawa,199102,690,
Hokkaido,199101,3735,
Tohoku,199101,9879,
Tokyo,199101,42200,
Chubu,199101,19129,
Hokuriku,199101,3927,
Kansai,199101,21896,
Chugoku,199101,7570,
Shikoku,199101,3497,
Kyushu,199101,9645,
Okinawa,199101,676,
Hokkaido,199012,3809,
Tohoku,199012,9511,
Tokyo,199012,40050,
Chubu,199012,18418,
Hokuriku,199012,3683,
Kansai,199012,21449,
Chugoku,199012,7447,
Shikoku,199012,3394,
Kyushu,199012,9643,
Okinawa,199012,700,
Hokkaido,199011,3662,
Tohoku,199011,9072,
Tokyo,199011,38230,
Chubu,199011,16795,
Hokuriku,199011,3465,
Kansai,199011,19427,
Chugoku,199011,6683,
Shikoku,199011,3044,
Kyushu,199011,8452,
Okinawa,199011,810,
Hokkaido,199010,3558,
Tohoku,199010,8436,
Tokyo,199010,38711,
Chubu,199010,17848,
Hokuriku,199010,3331,
Kansai,199010,21114,
Chugoku,199010,6696,
Shikoku,199010,3200,
Kyushu,199010,9062,
Okinawa,199010,923,
Hokkaido,199009,3594,
Tohoku,199009,9757,
Tokyo,199009,46650,
Chubu,199009,20677,
Hokuriku,199009,4083,
Kansai,199009,26230,
Chugoku,199009,8707,
Shikoku,199009,4087,
Kyushu,199009,11514,
Okinawa,199009,1067,
Hokkaido,199008,3615,
Tohoku,199008,10590,
Tokyo,199008,49300,
Chubu,199008,22281,
Hokuriku,199008,4415,
Kansai,199008,27880,
Chugoku,199008,9373,
Shikoku,199008,4470,
Kyushu,199008,12660,
Okinawa,199008,1080,
Hokkaido,199007,3555,
Tohoku,199007,10130,
Tokyo,199007,46980,
Chubu,199007,21729,
Hokuriku,199007,4170,
Kansai,199007,27590,
Chugoku,199007,9120,
Shikoku,199007,4376,
Kyushu,199007,12534,
Okinawa,199007,1094,
Hokkaido,199006,3238,
Tohoku,199006,8843,
Tokyo,199006,44300,
Chubu,199006,19838,
Hokuriku,199006,3724,
Kansai,199006,24585,
Chugoku,199006,8040,
Shikoku,199006,3938,
Kyushu,199006,11025,
Okinawa,199006,1053,
Hokkaido,199005,3057,
Tohoku,199005,8074,
Tokyo,199005,35602,
Chubu,199005,15842,
Hokuriku,199005,3137,
Kansai,199005,18721,
Chugoku,199005,6159,
Shikoku,199005,2830,
Kyushu,199005,7994,
Okinawa,199005,849,
Hokkaido,199004,3197,
Tohoku,199004,7908,
Tokyo,199004,34299,
Chubu,199004,15729,
Hokuriku,199004,3268,
Kansai,199004,18309,
Chugoku,199004,6337,
Shikoku,199004,7878,
Kyushu,199004,7843,
Okinawa,199004,679,
Hokkaido,199003,3661,
Tohoku,199003,9159,
Tokyo,199003,40490,
Chubu,199003,18499,
Hokuriku,199003,3657,
Kansai,199003,21437,
Chugoku,199003,7422,
Shikoku,199003,3503,
Kyushu,199003,9044,
Okinawa,199003,729,
