Company,Year_term,Electricity generated_Hydroelectric_Run-of-river (MWh),Electricity generated_Hydroelectric_With reservoir (MWh),Electricity generated_Hydroelectric_Pumped-storage (MWh),Electricity generated_Hydroelectric_Total hydroelectric (MWh),Electricity generated_Thermal power_Conventional (MWh),Electricity generated_Thermal power_Gas turbine (MWh),Electricity generated_Thermal power_Internal-combustion engine (MWh),Electricity generated_Thermal power_Total Thermal Power (MWh),Electricity generated_Nuclear power (MWh),Electricity generated_Renewable energy (MWh),Electricity generated_Other power sources (MWh),Electricity generated_Total Electricity generated (MWh),Electricity generated_Electricity purchesed_Total (MWh),Electricity generated_Electricity purchesed_Total surplus electricity (MWh),Electricity generated_Exchange among General Electricity Utilities (Net) (MWh),Electricity generated_Consumption by pumping at pumped-starage PSs_Total (MWh),Electricity generated_Grand total (MWh),Consumption in power stations_Hydroelectric (MWh),Consumption in power stations_Thermal power (MWh),Consumption in power stations_Nuclear power (MWh),Consumption in power stations_Renewable energy (MWh),Consumption in power stations_Other power sources (MWh),Consumption in power stations_Total (MWh),Electricity supply (at sending end) (MWh),Electricity supply (at user end) (MWh),Consuption at substations (MWh),Demand (MWh)
会社名,年期,供給力_水力発電所_自流式_自流式発電,供給力_水力発電所_貯水池式_貯水池式発電,供給力_水力発電所_揚水式_揚水式発電,供給力_水力発電所_揚水式_水力計,供給力_火力発電所_汽力,供給力_火力発電所_ガスタービン,供給力_火力発電所_内燃力,供給力_火力発電所_火力計,供給力_原子力発電所,供給力_新エネルギー等発電所,供給力_その他,供給力_発電計,供給力_他社受電_計,供給力_他社受電_自社余剰計,供給力_一般電気事業者間融通差引,供給力_揚水式発電所の揚水用電力_計,供給力_総合計,自社発電所所内用_水力,自社発電所所内用_火力,自社発電所所内用_原子力,自社発電所所内用_新エネルギー等,自社発電所所内用_その他,自社発電所所内用_計,送電端供給力,需要端供給力,変電所所内用,需要電力量
Chubu,201303,689181,0,58722,747903,9657090,,2,9657092,0,5694,,10410689,918256,8,,-42913,11286040,4181,328691,28771,119,,361762,10924278,10637025,11259,10625766
Hokuriku,201303,459462,123701,0,583163,1890525,,48,1890573,0,596,,2474332,188357,,,-1155,2661534,2435,110004,12634,51,,125124,2536410,2456498,2380,2454118
Kansai,201303,1062133,153037,13025,1228195,6643391,42318,2,6685711,1825856,1034,0,9740796,2916854,0,,-22475,12635175,5780,230936,99444,55,0,336215,12298960,11783395,13062,11770333
Chugoku,201303,274283,0,12421,286704,3242218,0,11390,3253608,0,421,0,3540733,1732939,0,,-8931,5264741,1313,165175,8200,7,0,174695,5090046,4879015,4120,4874895
Shikoku,201303,109388,49392,9570,168350,1503833,0,4,1503837,0,292,,1672479,793899,,,-1054,2465324,1074,82923,8869,5,0,92871,2372453,2282232,2674,2279558
Kyushu,201303,226357,27841,20120,274318,4991273,146,102828,5094247,0,109592,,5478157,1847200,39,,-24457,7300939,2139,169646,25616,8976,,206377,7094562,6846799,5485,6841314
Okinawa,201303,,,,,440912,668,48931,490511,,62,,490573,131779,,,-6805,615547,,49518,,a,,49518,566029,496866,345,496521
Hokkaido,201302,160068,26071,21162,207301,2264767,18040,22788,2305595,0,14464,,2527360,630926,,,0,3158286,1597,119718,10787,2420,,134522,3023764,3022860,6083,3016777
Tohoku,201302,324276,27131,3188,354595,5158769,84307,23488,5266564,0,70488,,5691647,2002393,,,-747,7693293,3302,186089,26309,8793,,224493,7468800,7177780,8207,7169573
Tokyo,201302,345832,94908,268103,708843,19769329,176245,29524,19975098,0,3399,,20687340,4556157,0,,-468618,24774879,6393,597945,79033,234,,683605,24091274,24692807,33346,24659461
Chubu,201302,372843,0,54578,427421,10278018,,0,10278018,0,5600,,10711039,993975,7,,-67711,11637310,4386,346810,26098,140,,377434,11259876,11183254,12470,11170784
Hokuriku,201302,237468,117822,0,355290,2243608,,40,2243648,0,418,,2599356,173841,,,-121,2773076,2590,119663,11372,76,,133701,2639375,2576613,2600,2574013
Kansai,201302,697157,61321,57502,815980,7529320,48620,4,7577944,1649007,723,0,10043654,2945581,0,,-89673,12899562,6052,252787,91534,44,0,350417,12549145,12288872,12977,12275895
Chugoku,201302,250227,0,18704,268931,3308079,0,11772,3319851,0,302,0,3589084,1799261,0,,-17267,5371078,1557,166972,8683,7,0,177219,5193859,5169911,4347,5165564
Shikoku,201302,112603,47381,6608,166592,1460662,1,3,1460666,0,235,,1627493,885323,,,-1,2512815,1047,76936,8338,3,0,86324,2426491,2369034,2581,2366453
Kyushu,201302,243235,34930,10962,289127,5012935,12,92516,5105463,0,107595,,5502185,1862792,22,,-16951,7348048,1898,171647,21335,8749,,203629,7144419,7216116,5199,7210917
Okinawa,201302,,,,,418327,84,42677,461088,,72,,461160,103354,,,-4322,560192,,47002,,a,,47002,513190,511100,332,510768
Hokkaido,201301,167342,27645,18439,213426,2564157,10966,31122,2606245,0,14956,,2834627,727475,,,0,3562102,2089,133998,12295,2648,,151030,3411072,3284643,6963,3277680
Tohoku,201301,362052,19776,631,382459,5635510,68507,28584,5732601,0,74144,,6189204,2187872,,,-5915,8371161,3643,206290,29777,9530,,249240,8121921,7829554,9297,7820257
Tokyo,201301,353242,74562,316657,744461,21669953,243465,37233,21950651,0,4286,,22699398,4965381,0,,-585996,27078783,7509,649089,84277,316,,741191,26337592,24592578,35285,24557293
Chubu,201301,356269,,37918,394187,11081732,,0,11081732,0,6588,,11482507,895906,7,,-52079,12326341,4569,369344,28755,135,,402803,11923538,11451514,13997,11437517
Hokuriku,201301,258079,113375,0,371454,2429302,,39,2429341,0,379,,2801174,168446,,,-312,2969308,3055,130400,12560,59,,146074,2823234,2746642,3074,2743568
Kansai,201301,741152,55634,32222,829008,8174982,41485,3,8216470,1825288,740,0,10871506,3239218,0,,-67625,14043099,6437,275014,101943,48,0,383442,13659657,13314432,14461,13299971
Chugoku,201301,234444,0,13728,248172,3799347,0,13117,3812464,0,328,0,4060964,1969339,0,,-12567,6017736,1671,187897,9522,8,0,199098,5818638,5567100,4945,5562155
Shikoku,201301,87566,40381,7541,135488,1831962,0,4,1831966,0,228,,1967682,854406,,,-4698,2817390,1146,90891,9457,3,0,101497,2715893,2649426,2870,2646556
Kyushu,201301,218478,16221,5566,240265,5891410,126,117175,6008711,0,121231,,6370207,1974812,14,,-11086,8333947,1886,198884,22714,9797,,233281,8100666,7908156,5858,7902298
Okinawa,201301,,,,,488802,522,46876,536200,,74,,536274,93642,,,-6565,623351,,52433,,1,,52434,570917,563112,396,562716
Hokkaido,201212,207077,26948,30897,264922,2489621,9325,19328,2518274,0,15184,,2798380,673528,,,-4887,3467021,1835,130823,12633,2666,,147957,3319064,2643948,5787,2638161
Tohoku,201212,390651,14421,1,405073,5041123,220041,27864,5289028,0,64592,,5758693,2265484,,,-6137,8018040,2796,192336,27432,9114,,231678,7786362,6736122,8071,6728051
Tokyo,201212,344472,14633,391499,750604,21221283,356961,39901,21618145,0,3382,,22372131,4834014,0,,-728254,26477891,6339,619776,80531,281,,706927,25770964,22763482,32560,22730922
Chubu,201212,411621,,47126,458747,10632609,,1,10632610,0,6709,,11098066,1084957,7,,-45899,12137131,4152,359454,28535,100,,392241,11744890,10458991,12196,10446795
Hokuriku,201212,326677,77079,0,403756,2323530,,40,2323570,0,394,,2727720,176313,,,-1265,2902768,2352,121671,12772,42,,136837,2765931,2486935,2758,2484177
Kansai,201212,678475,52795,98262,829532,8405528,14472,6,8420006,1821844,602,0,11071984,2851978,0,,-125098,13798864,6595,278976,102126,45,0,387742,13411122,11755863,14163,11741700
Chugoku,201212,198834,0,20011,218845,3974009,0,12929,3986938,0,277,0,4206060,1737513,0,,-24276,5919297,1408,190967,9674,6,0,202055,5717242,4970122,4095,4966027
Shikoku,201212,92448,31374,5490,129312,1659557,0,4,1659561,0,204,,1789077,952596,,,-1,2741672,1105,81538,9032,4,,91679,2649993,2287656,2880,2284776
Kyushu,201212,215472,23219,55550,294241,5801819,21,99420,5901260,0,120813,,6316314,2032693,4,,-81979,8267032,2376,197907,24080,10044,,234407,8032625,6967716,5756,6961960
Okinawa,201212,,,,,485832,108,46866,532806,,58,,532864,89139,,,-3886,618117,,49764,,1,,49765,568352,544236,330,543906
Hokkaido,201211,277778,23589,46693,348060,2012204,15557,8693,2036454,0,14511,,2399025,486469,,,-4853,2880641,1825,110196,11939,2599,,126559,2754082,2479986,5070,2474916
Tohoku,201211,401532,19756,0,421288,4062626,17738,23471,4103835,0,83705,,4608828,2168582,,,-2278,6775132,2103,167226,25738,9927,,204994,6570138,5859506,6393,5853113
Tokyo,201211,364887,5478,296377,666742,17666377,221756,26923,17915056,0,3238,,18585036,4666809,0,,-512854,22738991,5143,534515,68643,232,,608533,22130458,20388328,34772,20353556
Chubu,201211,378144,,121611,499755,9790817,,0,9790817,0,4887,,10295459,618378,7,,-146145,10767699,4107,339560,28553,127,,372347,10395352,9631488,11970,9619518
Hokuriku,201211,308597,40408,0,349005,2043452,,43,2043495,0,517,,2393017,97676,,,-2103,2488590,1783,111850,13005,52,,126690,2361900,2124080,2093,2121987
Kansai,201211,525009,32393,45150,602552,6915411,0,21,6915432,1753763,632,0,9272379,2705650,0,,-73221,11904808,5334,239079,98361,46,0,342820,11561988,10646147,12678,10633469
Chugoku,201211,102925,0,30169,133094,3215101,0,10301,3225402,0,281,0,3358777,1675419,0,,-39893,4994303,1395,162070,8763,9,0,172237,4822066,4414083,4095,4409988
Shikoku,201211,66215,22669,8737,97621,1384909,0,6,1384915,0,183,,1482719,858496,0,,-922,2340293,1025,61949,8719,3,0,71696,2268597,2034309,2674,2031635
Kyushu,201211,203723,16436,36453,256612,5017630,7,80574,5098211,0,94877,,5449700,1703136,14,,-53410,7099440,2248,169790,21782,8122,,201942,6897498,6295327,5466,6289861
Okinawa,201211,,,,,469741,218,46756,516715,,47,,516762,95924,,,-4580,608106,,53130,,a,,53130,554976,585349,365,584984
Hokkaido,201210,231435,8604,27133,267172,1894648,1929,5268,1901845,0,15334,,2184351,478528,,,-941,2661938,898,106697,12014,2730,,122339,2539599,2335029,4576,2330453
Tohoku,201210,267828,23051,3,290882,4165793,59367,20708,4245868,0,70747,,4607497,1786027,,,-1465,6392059,1863,160209,26943,8424,,197439,6194620,5960542,5980,5954562
Tokyo,201210,500128,17805,184681,702614,17026841,192997,22389,17242227,0,4667,,17949508,4460709,0,,-379815,22030402,4407,529976,75967,325,,610675,21419727,21198374,35519,21162855
Chubu,201210,467251,,89959,557210,9618887,,0,9618887,0,3210,,10179307,586564,4,,-129714,10636161,3923,349529,31022,100,,384574,10251587,9918183,12492,9905691
Hokuriku,201210,179631,76472,0,256103,1924308,,48,1924356,0,721,,2181180,130916,,,-639,2311457,1673,111835,14104,49,,127661,2183796,2076315,2181,2074134
Kansai,201210,508091,20635,36395,565121,6388026,2988,2,6391016,1791734,1030,0,8748901,2844704,0,,-49818,11543787,5140,235735,101205,48,0,342128,11201659,10843024,13077,10829947
Chugoku,201210,84908,0,37796,122704,3173774,0,9572,3183346,0,393,0,3306443,1571200,0,,-50838,4826805,1410,165730,9655,9,0,176804,4650001,4467693,3915,4463778
Shikoku,201210,100835,49531,13550,163916,1178840,0,3,1178843,0,281,0,1343040,929358,0,,-2530,2269868,1103,65086,9342,3,0,75534,2194334,2092039,2817,2089222
Kyushu,201210,253081,21351,6969,281401,4302774,11,81895,4384680,0,116894,,4782975,2023894,30,,-10531,6796368,2041,153224,22477,9413,,187155,6609213,6525219,5656,6519563
Okinawa,201210,,,,,503421,598,53637,557656,,37,,557693,139326,,,-6517,690502,,56776,,1,,56777,633725,627602,444,627158
Hokkaido,201209,219421,8458,25481,253360,1894292,7550,9137,1910979,0,9663,,2174002,482507,,,-142,2656367,1010,103094,11901,2031,,118036,2538331,2453496,4434,2449062
Tohoku,201209,275928,33854,2322,312104,4324798,100511,25474,4450783,0,73893,,4836780,1959995,,,-20692,6776083,2304,161430,26721,9683,,200138,6575945,6565482,6692,6558790
Tokyo,201209,498456,15321,272388,786165,19197721,198520,26139,19422380,0,5025,,20213570,4897738,0,,-481134,24630174,5080,617215,81067,341,,703703,23926471,24815535,38106,24777429
Chubu,201209,441340,,120663,562003,10446785,,0,10446785,0,2823,,11011611,754876,4,,-180761,11585730,4098,399598,32583,105,,436384,11149346,11485187,13408,11471779
Hokuriku,201209,195865,105638,0,301503,2163462,,66,2163528,0,597,,2465628,37689,,,-2227,2501090,1870,128213,15215,46,,145344,2355746,2354434,2359,2352075
Kansai,201209,674119,65048,46108,785275,6436064,1153,5,6437222,1714977,1169,0,8938643,3927907,0,,-77074,12789476,5550,245461,102121,56,0,353188,12436288,12874769,14014,12860755
Chugoku,201209,124901,0,128930,253831,3283622,0,10278,3293900,0,408,0,3548139,1846641,0,,-179011,5215769,2003,179314,9970,15,0,191302,5024467,5246396,4279,5242117
Shikoku,201209,164719,92096,55100,311915,1177771,0,3,1177774,0,259,,1489948,998472,0,,-41219,2447201,1263,74172,9080,5,,84520,2362681,2387813,3067,2384746
Kyushu,201209,390502,65813,58529,514844,4613059,16,104151,4717226,0,115938,,5348008,2115979,27,,-91236,7372778,2671,176682,22232,9145,,210730,7162048,7538180,6263,7531917
Okinawa,201209,,,,,547782,857,61600,610239,,21,,610260,162851,,,-5228,767883,,60923,,2,,60925,706958,764782,457,764325
Hokkaido,201208,240874,19861,21914,282649,1811290,7418,6434,1825142,0,121,,2107912,596845,0,,0,2704757,1074,102935,12415,67,,116491,2588266,2356690,4670,2352020
Tohoku,201208,370474,70617,1144,442235,4390125,82873,28828,4501826,0,83778,,5027839,2387850,,,-21556,7394133,2403,167397,27578,10816,,208194,7185939,6489919,7024,6482895
Tokyo,201208,762047,33054,275244,1070345,21451956,247334,29018,21728308,0,6148,,22804801,5138811,0,,-355347,27588265,4981,699397,87157,401,,791936,26796329,24766563,38209,24728354
Chubu,201208,573419,,150528,723947,11984005,,0,11984005,0,2622,,12710574,89268,1,,-186287,12613556,4377,437878,34785,117,,477157,12136399,11414656,13866,11400790
Hokuriku,201208,331415,187794,0,519209,2268916,,71,2268987,0,461,,2788657,-863,,,-3354,2784440,2033,135990,16421,43,,154487,2629953,2476527,2447,2474080
Kansai,201208,1016174,183401,254582,1454157,6998347,24160,28,7022535,1767548,1511,0,10245751,4718695,0,,-369139,14595307,7471,260540,106162,68,0,374241,14221066,13530747,15061,13515686
Chugoku,201208,142266,0,146183,288449,4067682,0,13498,4081180,0,507,0,4370136,1809111,0,,-193273,5985974,2198,204160,10543,18,0,216919,5769055,5338969,4758,5334211
Shikoku,201208,156255,62655,35566,254476,1556068,0,3,1556071,0,277,,1810824,1032118,,,-17121,2825821,1270,90472,9753,7,,101502,2724319,2549663,3306,2546357
Kyushu,201208,449761,105685,129962,685408,5220892,43,133663,5354598,0,116882,,6156888,2696246,38,,-186334,8666838,3529,202342,23333,9372,,238576,8428262,7983582,7264,7976318
Okinawa,201208,,,,,601083,400,69749,671232,,57,,671289,191444,,,-5392,857341,,63870,,a,,63870,793471,782640,541,782099
Hokkaido,201207,215637,16595,16927,249159,1780741,11,6053,1786805,0,4772,,2040736,601840,,,0,2642576,887,104611,11639,1235,,118372,2524204,2272014,4400,2267614
Tohoku,201207,542648,58708,2058,603414,3833267,21777,24370,3879414,0,82082,,4564910,2328384,,,-1433,6891861,2151,149794,27864,10687,,190496,6701365,5934046,6343,5927703
Tokyo,201207,892844,78297,212454,1183595,19220126,184838,17538,19422502,0,5606,,20611703,5252300,0,,-170887,25693116,4830,639342,79097,381,,723650,24969466,21488326,36629,21451697
Chubu,201207,880629,,127682,1008311,10982569,,0,10982569,0,3858,,11994738,504866,9,,-101770,12397843,3944,416666,36126,123,,456859,11940984,10415637,12517,10403120
Hokuriku,201207,471059,178431,0,649490,1984999,,78,1985077,0,609,,2635176,25713,,,-4866,2656023,1941,122624,15480,42,,140087,2515936,2290193,2411,2287782
Kansai,201207,1352076,215835,286388,1854299,6899290,56,4,6899350,1004998,1317,0,9759964,4579460,0,,-405145,13934279,7611,255344,94518,64,0,357537,13576742,11509408,14769,11494639
Chugoku,201207,321711,0,94371,416082,3649864,0,11535,3661399,0,457,0,4077938,1753168,0,,-104701,5726405,1793,186593,10290,10,0,198686,5527719,4753148,4622,4748526
Shikoku,201207,181498,96197,30102,307797,1366329,0,3,1366332,0,261,,1674390,1048178,,,-14055,2708513,1244,78987,9508,5,0,89744,2618769,2319258,3283,2315975
Kyushu,201207,517418,151796,28740,697954,5078248,2,143475,5221725,0,119291,,6038970,2364746,38,,-40412,8363342,2527,198432,24048,9516,,234523,8128819,6878688,6993,6871695
Okinawa,201207,,,,,651257,856,76017,728130,,46,,728176,175153,,,-6195,897134,,69967,,1,,69968,827166,720033,622,719411
Hokkaido,201206,276609,15705,21672,313986,1748206,1317,4901,1754424,0,8166,,2076576,431371,,,-264,2507683,905,99183,10530,2309,,112927,2394756,2210646,4360,2206286
Tohoku,201206,625127,61197,49,686373,3135762,83968,21613,3241343,0,83059,,4010775,2204366,,,-1492,6213649,2011,117976,26452,10128,,156567,6057082,5810993,5670,5805323
Tokyo,201206,859520,76415,130860,1066795,16664060,87316,13207,16764583,0,4795,,17836173,4020576,0,,-59857,21796892,4544,551559,92932,334,,649369,21147523,2032614,34488,19998126
Chubu,201206,635039,,90181,725220,9625566,,0,9625566,0,3976,,10354762,451333,5,,-68297,10737803,3957,363502,31698,101,,399258,10338545,9765772,11942,9753830
Hokuriku,201206,421113,167694,0,588807,1631297,,64,1631361,0,537,0,2220705,73806,,,-843,2293668,1799,99177,14080,35,0,115091,2178577,2094995,2037,2092958
Kansai,201206,1046084,139187,145591,1330862,6860738,7506,2,6868246,0,1020,0,8200128,3840142,0,,-194685,11845585,6233,250911,61973,54,0,319171,11526414,10554683,13054,10541629
Chugoku,201206,179883,0,22936,202819,2972170,0,9529,2981699,0,372,0,3184890,1752720,0,,-27807,4909803,1373,145766,9852,11,0,157002,4752801,4488280,4190,4484090
Shikoku,201206,124523,62415,27256,214194,1306026,1,3,1306030,0,220,,1520444,829922,0,,-5845,2344521,1112,71166,9335,6,,81619,2262902,2103973,2862,2101111
Kyushu,201206,355337,104320,40293,499950,4675921,52,87590,4763563,0,105391,,5368904,1803605,20,,-56343,7116186,2490,172799,23466,8677,,207432,6908754,6439366,5935,6433431
Okinawa,201206,,,,,552814,1417,63517,617748,,9,,617757,162992,,,-4879,775870,,60960,,a,,60960,714910,626420,469,625951
Hokkaido,201205,429888,47188,40876,517952,1720796,0,4737,1725533,104706,8395,,2356586,288159,,,-2933,2641812,1372,103903,17126,2350,,124751,2517061,2565430,5210,2560220
Tohoku,201205,729443,62963,550,792956,3269833,232,20512,3290577,0,86491,,4170024,2103862,,,-5244,6268642,2211,106653,27953,10031,,146848,6121794,5959899,5870,5954029
Tokyo,201205,975894,111672,197959,1285525,17255703,32764,14375,17302842,0,4231,,18592598,3095407,0,,-133124,21554881,5114,550110,81036,221,,636481,20918400,20662157,34732,20627425
Chubu,201205,718976,,84336,803312,9383647,,2,9383649,0,4682,,10191643,213476,7,,-74769,10330357,4247,330263,30163,120,,364793,9965564,9674768,12375,9662393
Hokuriku,201205,563456,216366,0,779822,1328340,,64,1328404,0,536,,2108762,138715,,,-651,2246826,2052,81953,13184,63,,97252,2149574,2107116,2022,2105094
Kansai,201205,1102906,114331,63418,1280655,7439063,13925,2,7452990,0,1114,0,8734759,2899974,0,,-96267,11538466,5679,262947,60712,50,0,329388,11209078,10990202,12698,10977504
Chugoku,201205,211376,0,24689,236065,2879849,0,9674,2889523,0,458,0,3126046,1724876,0,,-24651,4826271,1357,134919,9702,7,0,145985,4680286,4473500,3936,4469564
Shikoku,201205,94085,47087,12413,153585,1496185,0,2,1496187,0,273,,1650045,633917,0,,-1225,2282737,1091,78075,11438,6,0,90610,2192127,2129869,2667,2127202
Kyushu,201205,254612,41415,31883,327910,4706203,11,84747,4790961,0,113070,,5231941,1655949,38,,-46709,6841219,2348,156980,24673,9194,,193195,6648024,6463642,5723,6457919
Okinawa,201205,,,,,471437,666,57738,529841,,58,,529899,169211,,,-6799,692311,,52253,,a,,52253,640058,557165,459,556706
Hokkaido,201204,266376,26255,30743,323374,1663583,8562,4633,1676778,679692,8240,,2688084,181931,,,-7411,2862604,1407,97238,34685,2214,,135544,2727060,2770884,5249,2765635
Tohoku,201204,632861,52359,0,685220,3836747,250,20835,3857832,0,87049,,4630101,2150042,,,-1728,6778415,2625,118124,28313,9746,,158808,6619607,6503676,6717,6496959
Tokyo,201204,851227,67613,155194,1074034,18126042,22969,13207,18162218,0,3655,,19239907,2896426,0,,-198407,21937926,5452,553286,75074,143,,633955,21303971,21817040,33590,21783450
Chubu,201204,851576,,86733,938309,9454058,,0,9454058,0,5395,,10397762,353180,9,,-66809,10684142,4243,316232,28234,131,,348840,10335302,10666323,11866,10654457
Hokuriku,201204,577129,167239,0,744368,1493504,,51,1493555,0,457,,2238380,163627,,,-1371,2400636,2291,87095,12127,57,,101570,2299066,2313484,2137,2311347
Kansai,201204,1257063,72454,94047,1423564,8044865,12944,5,8057814,0,1129,0,9482507,2445135,0,,-136436,11791206,6020,269969,56963,47,0,332999,11458207,11825314,12365,11812949
Chugoku,201204,363327,0,14106,377433,2962853,0,9747,2972600,0,433,0,3350466,1577569,0,,-1723,4926312,1323,149244,8764,9,0,159340,4766972,4929959,3630,4926329
Shikoku,201204,144033,82613,18024,244670,1630502,0,4,1630506,0,280,0,1875456,467074,0,,-22,2342508,1096,79668,15016,4,0,95784,2246724,2239028,2517,2236511
Kyushu,201204,287070,41409,13572,342051,4711894,4,76183,4788081,0,117907,,5248039,1569524,39,,-22070,6795532,2098,158778,23738,9441,,194055,6601477,6795167,5379,6789788
Okinawa,201204,,,,,415447,906,50506,466859,,73,,466932,145587,,,-6123,606396,,46968,,1,,46969,559427,539573,331,539242
Hokkaido,201203,112972,23334,15119,151425,2261592,447,5638,2267677,703095,8428,,3130625,212894,,,-49,3343470,1642,121496,36150,2247,,161535,3181935,3101877,5896,3095981
Tohoku,201203,452584,31335,291,484210,4789833,1040,25750,4816623,0,95970,,5396803,2336973,,,-3388,7730388,3078,151453,29264,10430,,194225,7536163,7230612,7936,7222676
Tokyo,201203,620426,84022,195592,900040,19820304,174165,33710,20028179,829656,4479,,21762354,4559719,0,,-420295,25901778,6272,612178,105491,316,,724257,25177521,24315556,33840,24281716
Chubu,201203,720597,0,77880,798477,10553651,,0,10553651,0,7725,,11359853,886245,6,,-68367,12177737,4442,346787,31520,123,,382872,11794865,11391784,12180,11379604
Hokuriku,201203,433470,174422,0,607892,1996802,,54,1996856,0,485,,2605233,205966,,,-548,2810651,2648,112392,12886,44,,127970,2682681,2549318,2609,2546709
Kansai,201203,1288344,187377,39337,1515058,8389828,10548,3,8400379,0,947,0,9916384,3569362,0,,-69582,13416164,6458,279486,58147,53,0,344144,13072020,12642584,13546,12629038
Chugoku,201203,401657,0,21026,422683,3656630,0,11874,3668504,0,363,0,4091550,1598137,0,,-14476,5675211,1551,183946,8636,8,0,194141,5481070,5281668,4333,5277335
Shikoku,201203,153156,64634,11931,229721,1534554,0,2,1534556,0,252,0,1764529,901872,0,,-2,2666399,1132,83538,11016,6,0,95692,2570707,2481264,2822,2478442
Kyushu,201203,328096,56158,13667,397921,5015998,8,110424,5126430,0,122996,,5647347,2064863,30,,-20563,7691677,2207,174994,24805,9902,,211908,7479769,7191403,5687,7185716
Okinawa,201203,,,,,410419,758,48527,459704,,69,,459772,157633,,,-6477,610928,,45562,,1,,45563,565365,521829,348,521481
Hokkaido,201202,134525,25463,29133,189121,2400618,11681,5493,2417792,657743,7824,,3272480,228563,,,0,3501043,1848,125320,34083,2066,,163317,3337726,3110124,6408,3103716
Tohoku,201202,289238,30033,852,320123,5145740,5204,26127,5177071,0,88875,,5586069,2395710,,,-10697,7971082,3194,154377,29927,9378,,196876,7774206,7546610,8413,7538197
Tokyo,201202,455157,90055,245619,790831,20528053,146151,40320,20714524,975988,4296,,22485639,4488395,0,,-431798,26542236,6382,624515,104880,314,,736091,25806145,25244704,34351,25210353
Chubu,201202,324463,0,47117,371580,11610298,,3,11610301,0,6778,,11988659,543044,6,,-56344,12475365,4325,385148,29166,157,,418796,12056569,11609053,12210,11596843
Hokuriku,201202,204798,114529,0,319327,2549016,,44,2549060,0,328,,2868715,80894,,,0,2949609,2872,128862,11125,49,0,142908,2806701,2750278,2953,2747325
Kansai,201202,724347,84589,102380,911316,8534779,12333,2,8547114,441491,742,,9900663,4098190,0,,-152315,13846538,6904,276379,67500,45,0,350828,13495710,12819355,13753,12805602
Chugoku,201202,235760,0,11204,246964,4074692,0,12667,4087359,0,296,0,4334619,1547402,0,,-6787,5875234,1550,190697,8972,7,0,201226,5674008,5431846,4511,5427335
Shikoku,201202,102039,48086,7195,157320,1714178,4,5,1714187,0,213,0,1871720,911128,0,,-792,2782056,1100,87231,8541,3,0,96875,2685181,2507483,2786,2504697
Kyushu,201202,218902,25457,34629,278988,5443167,22,104817,5548006,0,111535,,5938529,2163980,11,,-51565,8050955,2156,183674,24480,9129,,219439,7831516,7659244,5551,7653693
Okinawa,201202,,,,,456146,105,45437,501688,,37,,501725,94077,,,-3254,592548,,46865,,a,,46865,545683,520534,344,520190
Hokkaido,201201,153905,21104,22764,197773,2491173,1436,5848,2498457,702990,8523,,3407743,259143,0,,-46,3666840,1875,131838,36677,2197,,172587,3494253,3405552,7020,3398532
Tohoku,201201,268370,34663,1157,304190,5456155,1037,27438,5484630,0,95356,,5884176,2420669,,,-24904,8279941,3268,163478,30904,10431,,208081,8071860,7547900,8978,7538922
Tokyo,201201,508696,39743,244332,792771,21621675,125124,41446,21788245,1661072,4015,,24246103,4129753,0,,-448682,27927174,7172,651140,134459,311,,793082,27134092,25779803,36586,25743217
Chubu,201201,315643,0,45809,361452,11570602,,0,11570602,0,7351,,11939405,720987,6,,-53918,12606480,4595,403909,36602,138,,445244,12161236,11607369,14152,11593217
