Company,Year_term,Time-of-day lighting (customers),Time-of-day lighting (kW),Time-of-day lighting (MWh),High voltage power B/demand response (customers),High voltage power B/demand response (kW),High voltage power B/demand response (MWh),Extra-high voltage power/demand response (customers),Extra-high voltage power/demand response (kW),Extra-high voltage power/demand response (MWh),Midnight power (kW),Midnight power (customers),Midnight power (MWh),Snow melting power (kW),Snow melting power (customers),Snow melting power (MWh)
会社名,年期,時間帯別電灯_契約口数,時間帯別電灯_契約電力,時間帯別電灯_使用電力量,需給調整高圧B_契約口数,需給調整高圧B_契約電力,需給調整高圧B_使用電力量,需給調整特高_契約口数,需給調整特高_契約電力,需給調整特高_使用電力量,深夜電力_契約電力,深夜電力_契約口数,深夜電力_使用電力量,融雪用電力_契約電力,融雪用電力_契約口数,融雪用電力_使用電力量
Tohoku,198511,,,,,,3324,,,689490,,,103969,,,28
Tokyo,198511,,,,,,1430,,,1310822,,,229311,,,
Chubu,198511,,,,,,1512,,,656541,,,244915,,,
Hokuriku,198511,,,,,,987,,,340039,,,34941,,,39
Kansai,198511,,,,,,2342,,,1217504,,,188127,,,
Chugoku,198511,,,,,,2378,,,619600,,,169769,,,
Shikoku,198511,,,,,,7189,,,369782,,,71763,,,
Kyushu,198511,,,,,,4137,,,631666,,,99836,,,
Okinawa,198511,,,,,,,,,12860,,,,,,
Hokkaido,198510,,,,,,13082,,,217917,,,25365,,,
Tohoku,198510,,,,,,3101,,,702962,,,87395,,,1
Tokyo,198510,,,,,,2856,,,1306831,,,180062,,,
Chubu,198510,,,,,,1386,,,697927,,,193081,,,
Hokuriku,198510,,,,,,1130,,,341004,,,30575,,,
Kansai,198510,,,,,,2429,,,1282584,,,140041,,,
Chugoku,198510,,,,,,2459,,,638998,,,133047,,,
Shikoku,198510,,,,,,7185,,,376441,,,52999,,,
Kyushu,198510,,,,,,4382,,,676849,,,79819,,,
Okinawa,198510,,,,,,,,,15206,,,,,,
Hokkaido,198509,,,,1,33000,13884,15,716300,232324,276111,86212,22975,3,2,
Tohoku,198509,,,,4,7530,3272,77,2090000,690232,859780,272131,70898,,,
Tokyo,198509,,,,4,7760,2702,113,3721300,1226476,1948119,469257,139476,,,
Chubu,198509,,,,2,4200,1547,48,1863350,666304,2251531,567755,175012,,,
Hokuriku,198509,,,,1,2000,903,33,836700,274104,316727,88102,25255,,,
Kansai,198509,,,,4,5350,2393,106,3329400,1212383,1739317,417332,118212,,,
Chugoku,198509,,,,3,4130,2050,65,1879140,611962,1582503,470681,106333,,,
Shikoku,198509,,,,5,13500,6621,32,923100,339461,707007,183648,48330,,,
Kyushu,198509,,,,7,14250,4062,76,1994500,646811,1092110,266097,61415,,,
Okinawa,198509,,,,,,,2,31000,12702,,,,,,
Hokkaido,198508,,,,,,13523,,,231651,,,25520,,,24
Tohoku,198508,,,,,,3327,,,652728,,,79396,,,
Tokyo,198508,,,,,,2485,,,1132600,,,153018,,,
Chubu,198508,,,,,,1253,,,650619,,,178817,,,
Hokuriku,198508,,,,,,738,,,256061,,,25956,,,
Kansai,198508,,,,,,2259,,,1216081,,,127580,,,
Chugoku,198508,,,,,,2001,,,648863,,,120518,,,
Shikoku,198508,,,,,,6882,,,347260,,,50722,,,
Kyushu,198508,,,,,,4213,,,614534,,,65855,,,
Okinawa,198508,,,,,,,,,14060,,,,,,
Hokkaido,198507,,,,,,14293,,,237480,,,27822,,,9
Tohoku,198507,,,,,,3650,,,612921,,,82598,,,
Tokyo,198507,,,,,,2890,,,1197393,,,169183,,,
Chubu,198507,,,,,,1469,,,700171,,,188369,,,
Hokuriku,198507,,,,,,1039,,,306452,,,29187,,,
Kansai,198507,,,,,,2511,,,1235646,,,137682,,,
Chugoku,198507,,,,,,2413,,,618545,,,138018,,,
Shikoku,198507,,,,,,7352,,,335150,,,55590,,,
Kyushu,198507,,,,,,3875,,,596820,,,76715,,,
Okinawa,198507,,,,,,,,,12927,,,,,,
Hokkaido,198506,,,,,,11155,,,227253,,,31545,,,2
Tohoku,198506,,,,,,3894,,,736480,,,91726,,,
Tokyo,198506,,,,,,2889,,,1305440,,,182420,,,
Chubu,198506,,,,,,1593,,,752341,,,216511,,,
Hokuriku,198506,,,,,,1099,,,361939,,,32768,,,
Kansai,198506,,,,,,2454,,,1263098,,,159224,,,
Chugoku,198506,,,,,,2282,,,588796,,,162362,,,
Shikoku,198506,,,,,,7124,,,391329,,,67396,,,
Kyushu,198506,,,,,,2925,,,644646,,,86978,,,
Okinawa,198506,,,,,,,,,13227,,,,,,
Hokkaido,198505,,,,,,14449,,,212316,,,33491,,,39
Tohoku,198505,,,,,,3759,,,694971,,,122076,,,2
Tokyo,198505,,,,,,2665,,,1304561,,,253073,,,
Chubu,198505,,,,,,1571,,,712541,,,275537,,,
Hokuriku,198505,,,,,,890,,,350676,,,36433,,,
Kansai,198505,,,,,,2285,,,1284531,,,211620,,,
Chugoku,198505,,,,,,2300,,,638435,,,194101,,,
Shikoku,198505,,,,,,7173,,,412718,,,75352,,,
Kyushu,198505,,,,,,3509,,,624010,,,116697,,,
Okinawa,198505,,,,,,,,,14564,,,,,,
Hokkaido,198504,,,,,,9728,,,206368,,,35441,,,2826
Tohoku,198504,,,,,,4114,,,665167,,,121494,,,497
Tokyo,198504,,,,,,2950,,,1294980,,,260721,,,
Chubu,198504,,,,,,1542,,,696987,,,283995,,,
Hokuriku,198504,,,,,,864,,,351511,,,41817,,,94
Kansai,198504,,,,,,2352,,,1259081,,,221838,,,
Chugoku,198504,,,,,,2233,,,621190,,,214686,,,
Shikoku,198504,,,,,,7098,,,364082,,,86095,,,
Kyushu,198504,,,,,,3439,,,638991,,,128331,,,
Okinawa,198504,,,,,,,,,12089,,,,,,
Hokkaido,198503,,,,1,33000,8541,14,695300,203915,279127,87870,34506,72087,12375,8093
Tohoku,198503,,,,4,7530,4013,73,2011900,742122,878690,279725,126904,28118,5700,1959
Tokyo,198503,,,,4,7760,3043,104,3555000,1229033,1924284,463903,240098,,,
Chubu,198503,,,,1,2000,564,46,1820700,721261,2272970,577143,302125,,,
Hokuriku,198503,,,,1,2000,1068,33,834400,331387,318346,89207,40971,7064,308,446
Kansai,198503,,,,3,3650,1310,103,3355100,1305808,1747862,420399,230973,,,
Chugoku,198503,,,,2,3380,1966,58,1790650,601797,1613793,480693,226426,,,
Shikoku,198503,,,,4,11550,6456,30,910200,380955,711988,185503,90728,,,
Kyushu,198503,,,,7,13050,3760,74,1947050,628344,1112467,271599,134366,,,
Okinawa,198503,,,,,,,2,31000,15043,,,,,,
Hokkaido,198502,,,,,,7576,,,188871,,,39358,,,12748
Tohoku,198502,,,,,,3336,,,703179,,,134823,,,4836
Tokyo,198502,,,,,,2711,,,1138419,,,262466,,,
Chubu,198502,,,,,,561,,,700751,,,306071,,,
Hokuriku,198502,,,,,,819,,,312484,,,43602,,,1062
Kansai,198502,,,,,,1472,,,1216341,,,253057,,,
Chugoku,198502,,,,,,1879,,,551204,,,245038,,,
Shikoku,198502,,,,,,5971,,,344539,,,101090,,,
Kyushu,198502,,,,,,3465,,,624936,,,147590,,,
Okinawa,198502,,,,,,,,,13805,,,,,,
Hokkaido,198501,,,,,,8088,,,208710,,,36573,,,5747
Tohoku,198501,,,,,,3175,,,726686,,,150425,,,4691
Tokyo,198501,,,,,,2396,,,1170872,,,318971,,,
Chubu,198501,,,,,,571,,,728750,,,357525,,,
Hokuriku,198501,,,,,,908,,,342318,,,47851,,,1502
Kansai,198501,,,,,,1437,,,1222317,,,269091,,,
Chugoku,198501,,,,,,1733,,,605773,,,254461,,,
Shikoku,198501,,,,,,6350,,,384877,,,97065,,,
Kyushu,198501,,,,,,3694,,,639956,,,158022,,,
Okinawa,198501,,,,,,,,,12354,,,,,,
Hokkaido,198412,,,,,,8237,,,211169,,,32890,,,58
Tohoku,198412,,,,,,3458,,,761714,,,116793,,,108
Tokyo,198412,,,,,,2738,,,1290757,,,250607,,,
Chubu,198412,,,,,,552,,,755370,,,280768,,,
Hokuriku,198412,,,,,,1009,,,372762,,,38505,,,256
Kansai,198412,,,,,,1684,,,1249675,,,215458,,,
Chugoku,198412,,,,,,1855,,,638102,,,198365,,,
Shikoku,198412,,,,,,6666,,,393214,,,81139,,,
Kyushu,198412,,,,,,3726,,,706702,,,113402,,,
Okinawa,198412,,,,,,,,,14421,,,,,,
Hokkaido,198411,,,,,,11696,,,207283,,,30337,,,
Tohoku,198411,,,,,,3832,,,704724,,,105975,,,
Tokyo,198411,,,,,,2747,,,1245866,,,218838,,,
Chubu,198411,,,,,,547,,,742851,,,245645,,,
Hokuriku,198411,,,,,,1084,,,362865,,,35775,,,1
Kansai,198411,,,,,,1591,,,1228000,,,189475,,,
Chugoku,198411,,,,,,1678,,,643614,,,179220,,,
Shikoku,198411,,,,,,6388,,,395935,,,74552,,,
Kyushu,198411,,,,,,3267,,,668611,,,102781,,,
Okinawa,198411,,,,,,,,,11812,,,,,,
Hokkaido,198410,,,,,,11101,,,203535,,,25926,,,
Tohoku,198410,,,,,,3871,,,737192,,,90421,,,
Tokyo,198410,,,,,,2747,,,1242842,,,178216,,,
Chubu,198410,,,,,,542,,,780438,,,195355,,,
Hokuriku,198410,,,,,,1195,,,348649,,,30353,,,
Kansai,198410,,,,,,1729,,,1276840,,,142111,,,
Chugoku,198410,,,,,,2285,,,677838,,,141154,,,
Shikoku,198410,,,,,,6616,,,382618,,,57314,,,
Kyushu,198410,,,,,,2791,,,667673,,,87110,,,
Okinawa,198410,,,,,,,,,14862,,,,,,
Hokkaido,198409,,,,1,33000,13168,14,688400,206444,280821,89205,23679,,,
Tohoku,198409,,,,4,7130,3755,73,2011800,702508,894003,286756,81158,,,
Tokyo,198409,,,,4,7760,2710,104,3554000,1194840,1900106,458786,135082,,,
Chubu,198409,,,,1,2000,548,46,1811700,721380,2291098,586165,186559,,,
Hokuriku,198409,,,,1,2000,1127,33,831400,272672,319294,90196,26560,,,
Kansai,198409,,,,3,3650,1670,103,3285100,1207636,1750461,421693,126262,,,
Chugoku,198409,,,,3,4230,2476,57,1791550,627355,1637445,488383,115514,,,
Shikoku,198409,,,,4,11550,6164,31,919200,336847,716202,187339,51012,,,
Kyushu,198409,,,,7,12850,3444,74,1942650,633587,1129676,277473,67289,,,
Okinawa,198409,,,,,,,2,31000,11503,,,,,,
Hokkaido,198408,,,,,,11963,,,202720,,,25020,,,-1
Tohoku,198408,,,,,,3352,,,622086,,,78439,,,
Tokyo,198408,,,,,,2499,,,1115669,,,142272,,,
Chubu,198408,,,,,,532,,,681374,,,175516,,,
Hokuriku,198408,,,,,,718,,,263632,,,26802,,,
Kansai,198408,,,,,,1570,,,1194336,,,123153,,,
Chugoku,198408,,,,,,2091,,,664187,,,118520,,,
Shikoku,198408,,,,,,6324,,,318810,,,50102,,,
Kyushu,198408,,,,,,3497,,,625496,,,67970,,,
Okinawa,198408,,,,,,,,,12701,,,,,,
Hokkaido,198407,,,,,,14525,,,212705,,,27776,,,-1
Tohoku,198407,,,,,,3550,,,602806,,,88152,,,
Tokyo,198407,,,,,,2904,,,1185365,,,164880,,,
Chubu,198407,,,,,,523,,,692859,,,195782,,,
Hokuriku,198407,,,,,,1141,,,302333,,,28957,,,
Kansai,198407,,,,,,1716,,,1207027,,,137996,,,
Chugoku,198407,,,,,,2621,,,675240,,,134204,,,
Shikoku,198407,,,,,,6736,,,321951,,,56161,,,
Kyushu,198407,,,,,,3398,,,632030,,,80747,,,
Okinawa,198407,,,,,,,,,11743,,,,,,
Hokkaido,198406,,,,,,11291,,,205444,,,32576,,,-3
Tohoku,198406,,,,,,3549,,,684282,,,103139,,,
Tokyo,198406,,,,,,2800,,,1233337,,,190988,,,
Chubu,198406,,,,,,537,,,730527,,,229481,,,
Hokuriku,198406,,,,,,1149,,,352311,,,33777,,,
Kansai,198406,,,,,,1626,,,1240193,,,164950,,,
Chugoku,198406,,,,,,2548,,,662964,,,169344,,,
Shikoku,198406,,,,,,6017,,,399321,,,67819,,,
Kyushu,198406,,,,,,3270,,,643359,,,95386,,,
Okinawa,198406,,,,,,,,,13032,,,,,,
Hokkaido,198405,,,,,,13951,,,211744,,,35207,,,117
Tohoku,198405,,,,,,3529,,,669901,,,131058,,,3
Tokyo,198405,,,,,,2395,,,1224863,,,242753,,,
Chubu,198405,,,,,,484,,,709374,,,278472,,,
Hokuriku,198405,,,,,,1114,,,356775,,,38485,,,1
Kansai,198405,,,,,,1467,,,1248406,,,212247,,,
Chugoku,198405,,,,,,2300,,,645907,,,204374,,,
Shikoku,198405,,,,,,6359,,,387523,,,80347,,,
Kyushu,198405,,,,,,3403,,,666080,,,123540,,,
Okinawa,198405,,,,,,,,,12371,,,,,,
Hokkaido,198404,,,,,,9641,,,219565,,,37287,,,5273
Tohoku,198404,,,,,,3702,,,643417,,,139777,,,1154
Tokyo,198404,,,,,,2815,,,1198907,,,281556,,,
Chubu,198404,,,,,,526,,,683171,,,326117,,,
Hokuriku,198404,,,,,,984,,,348105,,,44604,,,147
Kansai,198404,,,,,,1554,,,1217593,,,246962,,,
Chugoku,198404,,,,,,2480,,,632598,,,242885,,,
Shikoku,198404,,,,,,6435,,,363050,,,94329,,,
Kyushu,198404,,,,,,3193,,,630715,,,140743,,,
Okinawa,198404,,,,,,,,,12016,,,,,,
Hokkaido,198403,,,,1,33000,8090,13,653800,194166,283999,90930,37254,73761,12741,10300
Tohoku,198403,,,,3,5150,2422,73,2000800,750377,916344,295773,133700,27553,5603,3539
Tokyo,198403,,,,4,7760,3058,102,3678300,1248606,1875365,453128,254628,,,
Chubu,198403,,,,1,2000,542,46,1807450,730745,2315735,597273,338240,,,
Hokuriku,198403,,,,1,2000,1226,33,848800,349597,322388,91784,45431,6501,282,909
Kansai,198403,,,,3,3650,1843,103,3166500,1198347,1748882,422049,263133,,,
Chugoku,198403,,,,3,3930,2395,54,1735700,636943,1659239,495380,250231,,,
Shikoku,198403,,,,4,11550,6581,28,802900,347944,721156,189238,100855,,,
Kyushu,198403,,,,7,11500,3152,70,1865750,624972,1156075,284440,152025,,,
Okinawa,198403,,,,,,,2,30000,14740,,,,,,
Hokkaido,198402,,,,,,7645,,,177249,,,39595,,,9155
Tohoku,198402,,,,,,2094,,,706660,,,137048,,,4933
Tokyo,198402,,,,,,2720,,,1162397,,,278064,,,
Chubu,198402,,,,,,560,,,694891,,,330260,,,
Hokuriku,198402,,,,,,917,,,311538,,,44643,,,1448
Kansai,198402,,,,,,1341,,,1137323,,,272528,,,
Chugoku,198402,,,,,,2259,,,620368,,,264001,,,
Shikoku,198402,,,,,,5857,,,307855,,,107097,,,
Kyushu,198402,,,,,,3064,,,623760,,,158197,,,
Okinawa,198402,,,,,,,,,12546,,,,,,
Hokkaido,198401,,,,,,8423,,,189599,,,36996,,,4442
Tohoku,198401,,,,,,1912,,,719184,,,159992,,,3372
Tokyo,198401,,,,,,2381,,,1185078,,,311393,,,
Chubu,198401,,,,,,510,,,674388,,,373383,,,
Hokuriku,198401,,,,,,905,,,336999,,,48759,,,1198
Kansai,198401,,,,,,1453,,,1136164,,,264504,,,
Chugoku,198401,,,,,,2264,,,630058,,,261128,,,
Shikoku,198401,,,,,,6328,,,343897,,,102728,,,
Kyushu,198401,,,,,,3085,,,636821,,,173883,,,
Okinawa,198401,,,,,,,,,13834,,,,,,
Hokkaido,198312,,,,,,8665,,,192251,,,33850,,,83
Tohoku,198312,,,,,,2453,,,735466,,,124355,,,370
Tokyo,198312,,,,,,2696,,,1264760,,,237550,,,
Chubu,198312,,,,,,494,,,698217,,,288015,,,
Hokuriku,198312,,,,,,1010,,,345619,,,39404,,,234
Kansai,198312,,,,,,1539,,,1184495,,,224370,,,
Chugoku,198312,,,,,,2312,,,626484,,,216868,,,
Shikoku,198312,,,,,,6561,,,346476,,,88040,,,
Kyushu,198312,,,,,,3322,,,665485,,,129595,,,
Okinawa,198312,,,,,,,,,15400,,,,,,
Hokkaido,198311,,,,,,11438,,,208630,,,31461,,,A
Tohoku,198311,,,,,,2489,,,697458,,,112025,,,
Tokyo,198311,,,,,,2870,,,1263096,,,208328,,,
Chubu,198311,,,,,,497,,,650934,,,240896,,,
Hokuriku,198311,,,,,,1034,,,330593,,,36650,,,1
Kansai,198311,,,,,,1563,,,1167303,,,179886,,,
Chugoku,198311,,,,,,2217,,,603522,,,181172,,,
Shikoku,198311,,,,,,7482,,,336246,,,72520,,,
Kyushu,198311,,,,,,2981,,,667615,,,106716,,,
Okinawa,198311,,,,,,,,,14820,,,,,,
Hokkaido,198310,,,,,,14468,,,205921,,,26585,,,A
Tohoku,198310,,,,,,2700,,,714110,,,97188,,,
Tokyo,198310,,,,,,2954,,,1287581,,,184013,,,
Chubu,198310,,,,,,490,,,679826,,,214481,,,
Hokuriku,198310,,,,,,1107,,,311528,,,30144,,,
Kansai,198310,,,,,,1599,,,1215647,,,148256,,,
Chugoku,198310,,,,,,2430,,,633941,,,142114,,,
Shikoku,198310,,,,,,7985,,,348517,,,58949,,,
Kyushu,198310,,,,,,3001,,,688862,,,91716,,,
Okinawa,198310,,,,,,,,,13434,,,,,,
Hokkaido,198309,,,,1,33000,14320,13,653800,204115,284602,91857,25828,101,2,
Tohoku,198309,,,,3,5150,2516,73,2001500,644335,934347,303770,88962,,,
Tokyo,198309,,,,4,7760,2814,104,3730300,1188817,1853113,448048,149009,,,
Chubu,198309,,,,1,2000,481,46,1792950,651120,2334309,608253,195414,,,
Hokuriku,198309,,,,1,2000,708,34,862800,249485,325914,93421,27906,,,
Kansai,198309,,,,3,3650,1674,103,3158300,1147254,1744497,422129,125169,,,
Chugoku,198309,,,,3,3930,2283,54,1722300,611873,1673912,500178,122828,,,
Shikoku,198309,,,,6,15450,8230,28,799100,298682,724409,190931,51644,,,
Kyushu,198309,,,,7,11250,3184,70,1865050,598749,1169404,289865,72677,,,
Okinawa,198309,,,,,,,2,30000,12696,,,,,,
Hokkaido,198308,,,,,,14920,,,201876,,,27710,,,
Tohoku,198308,,,,,,2142,,,551628,,,86504,,,
Tokyo,198308,,,,,,2643,,,1063582,,,145264,,,
Chubu,198308,,,,,,469,,,612471,,,181406,,,
Hokuriku,198308,,,,,,961,,,206869,,,28453,,,
Kansai,198308,,,,,,1563,,,1143139,,,121937,,,
Chugoku,198308,,,,,,1897,,,597097,,,122954,,,
Shikoku,198308,,,,,,8296,,,300760,,,49788,,,
Kyushu,198308,,,,,,3174,,,616389,,,75581,,,
Okinawa,198308,,,,,,,,,11683,,,,,,
Hokkaido,198307,,,,,,13904,,,216071,,,29957,,,2
Tohoku,198307,,,,,,2387,,,604498,,,101435,,,
Tokyo,198307,,,,,,2656,,,1165954,,,178757,,,
Chubu,198307,,,,,,476,,,653858,,,218398,,,
Hokuriku,198307,,,,,,998,,,274995,,,30410,,,
Kansai,198307,,,,,,1733,,,1146477,,,149335,,,
Chugoku,198307,,,,,,2040,,,606259,,,148422,,,
Shikoku,198307,,,,,,9036,,,292722,,,60845,,,
Kyushu,198307,,,,,,3083,,,581278,,,89249,,,
Okinawa,198307,,,,,,,,,12120,,,,,,
Hokkaido,198306,,,,,,13729,,,208550,,,32232,,,2
Tohoku,198306,,,,,,2030,,,696377,,,100023,,,5
Tokyo,198306,,,,,,2940,,,1206503,,,170028,,,
Chubu,198306,,,,,,450,,,666638,,,222839,,,
Hokuriku,198306,,,,,,831,,,307323,,,33101,,,
Kansai,198306,,,,,,1684,,,1164085,,,158672,,,
Chugoku,198306,,,,,,1602,,,623691,,,167670,,,
Shikoku,198306,,,,,,8204,,,339744,,,67053,,,
Kyushu,198306,,,,,,2947,,,680639,,,94210,,,
Okinawa,198306,,,,,,,,,12833,,,,,,
Hokkaido,198305,,,,,,15136,,,200785,,,34000,,,40
Tohoku,198305,,,,,,1989,,,662037,,,125729,,,-6
Tokyo,198305,,,,,,2549,,,1207182,,,215473,,,
Chubu,198305,,,,,,430,,,649536,,,265909,,,
Hokuriku,198305,,,,,,944,,,308726,,,37833,,,6
Kansai,198305,,,,,,1522,,,1148589,,,190673,,,
Chugoku,198305,,,,,,1867,,,605970,,,187985,,,
Shikoku,198305,,,,,,7736,,,344842,,,74406,,,
Kyushu,198305,,,,,,3335,,,649599,,,123935,,,
Okinawa,198305,,,,,,,,,14211,,,,,,
Hokkaido,198304,,,,,,9011,,,196398,,,37322,,,3923
Tohoku,198304,,,,,,2200,,,638985,,,138813,,,564
Tokyo,198304,,,,,,2824,,,1234318,,,254521,,,
Chubu,198304,,,,,,484,,,602834,,,325508,,,
Hokuriku,198304,,,,,,893,,,315345,,,44242,,,90
Kansai,198304,,,,,,1562,,,1132324,,,240515,,,
Chugoku,198304,,,,,,2332,,,617294,,,244057,,,
Shikoku,198304,,,,,,7707,,,312958,,,94691,,,
Kyushu,198304,,,,,,2864,,,632111,,,156001,,,
Okinawa,198304,,,,,,,,,12278,,,,,,
Hokkaido,198303,,,,1,33000,9080,12,595300,167971,287123,93418,36278,74205,13299,7765
Tohoku,198303,,,,3,5150,2561,70,1994200,744453,955840,311911,139156,28081,5639,2646
Tokyo,198303,,,,4,7760,2841,107,3755300,1297260,1819489,440104,239040,,,
Chubu,198303,,,,1,2000,425,45,1821850,618144,2355161,619392,319993,,,
Hokuriku,198303,,,,1,2000,835,31,806800,300093,330425,95467,41347,6158,261,552
Kansai,198303,,,,3,3650,1831,101,3157100,1130089,1730197,419834,232461,,,
Chugoku,198303,,,,3,3930,2310,50,1703600,588097,1687260,504971,237044,,,
Shikoku,198303,,,,6,15650,8165,28,805600,341824,726739,192368,93681,,,
Kyushu,198303,,,,7,11250,2732,67,1887450,659301,1182725,294503,148549,,,
Okinawa,198303,,,,,,,2,30000,15391,,,,,,
Hokkaido,198302,,,,,,8166,,,157310,,,39706,,,7044
Tohoku,198302,,,,,,1951,,,685595,,,138112,,,2786
Tokyo,198302,,,,,,2531,,,1188050,,,254862,,,
Chubu,198302,,,,,,411,,,599846,,,324937,,,
Hokuriku,198302,,,,,,858,,,277233,,,45114,,,1073
Kansai,198302,,,,,,1349,,,1070728,,,256560,,,
Chugoku,198302,,,,,,2059,,,580741,,,248036,,,
Shikoku,198302,,,,,,7112,,,339025,,,100737,,,
Kyushu,198302,,,,,,3609,,,627732,,,150117,,,
Okinawa,198302,,,,,,,,,11945,,,,,,
Hokkaido,198301,,,,,,9014,,,166588,,,36220,,,4715
Tohoku,198301,,,,,,1692,,,712821,,,156434,,,1337
Tokyo,198301,,,,,,2270,,,1203532,,,289857,,,
Chubu,198301,,,,,,370,,,599614,,,357888,,,
Hokuriku,198301,,,,,,764,,,303467,,,46376,,,800
Kansai,198301,,,,,,1589,,,1061150,,,251554,,,
Chugoku,198301,,,,,,1961,,,615321,,,258682,,,
Shikoku,198301,,,,,,7886,,,353947,,,101031,,,
Kyushu,198301,,,,,,3608,,,635107,,,173919,,,
Okinawa,198301,,,,,,,,,12448,,,,,,
Hokkaido,198212,,,,,,8816,,,175948,,,33532,,,113
Tohoku,198212,,,,,,2289,,,741424,,,123417,,,104
Tokyo,198212,,,,,,2446,,,1317683,,,204906,,,
Chubu,198212,,,,,,389,,,627567,,,280957,,,
Hokuriku,198212,,,,,,904,,,324376,,,38012,,,99
Kansai,198212,,,,,,1812,,,1122455,,,209079,,,
Chugoku,198212,,,,,,2070,,,645738,,,211113,,,
Shikoku,198212,,,,,,8625,,,362984,,,84497,,,
Kyushu,198212,,,,,,3708,,,694631,,,121389,,,
Okinawa,198212,,,,,,,,,14868,,,,,,
Hokkaido,198211,,,,,,12788,,,172473,,,29809,,,
Tohoku,198211,,,,,,2379,,,723919,,,111708,,,
Tokyo,198211,,,,,,2528,,,1280893,,,192669,,,
Chubu,198211,,,,,,413,,,628736,,,240668,,,
Hokuriku,198211,,,,,,930,,,327702,,,35027,,,
Kansai,198211,,,,,,1842,,,1131286,,,173925,,,
Chugoku,198211,,,,,,2125,,,623887,,,180589,,,
Shikoku,198211,,,,,,8134,,,358158,,,71723,,,
Kyushu,198211,,,,,,3292,,,663896,,,108918,,,
Okinawa,198211,,,,,,,,,14641,,,,,,
Hokkaido,198210,,,,,,11120,,,166782,,,26614,,,1
Tohoku,198210,,,,,,2378,,,777959,,,100645,,,
Tokyo,198210,,,,,,2373,,,1282564,,,179913,,,
Chubu,198210,,,,,,364,,,663083,,,238431,,,
Hokuriku,198210,,,,,,990,,,334234,,,31925,,,
Kansai,198210,,,,,,1801,,,1152018,,,151356,,,
Chugoku,198210,,,,,,2309,,,669743,,,157408,,,
Shikoku,198210,,,,,,8468,,,346941,,,63614,,,
Kyushu,198210,,,,,,3489,,,678650,,,96587,,,
Okinawa,198210,,,,,,,,,13716,,,,,,
Hokkaido,198209,,,,1,33000,14049,13,613300,174374,286489,94203,25502,239,17,
Tohoku,198209,,,,3,5150,2431,70,1979800,668274,970095,318778,90453,,,
Tokyo,198209,,,,4,7760,2397,108,3781800,1239892,1783465,431618,142524,,,
Chubu,198209,,,,1,2000,376,45,1816850,630533,2363406,628208,198621,,,
Hokuriku,198209,,,,1,2000,793,32,818800,257942,332825,96781,31027,,,
Kansai,198209,,,,3,3650,1747,101,3147400,1120177,1707562,415366,130533,,,
Chugoku,198209,,,,3,3930,1842,52,1763600,617055,1691104,507023,133008,,,
Shikoku,198209,,,,6,15650,8445,28,855600,317043,726777,193348,55597,,,
Kyushu,198209,,,,7,11250,3140,67,1894650,607909,1186434,297700,83085,,,
Okinawa,198209,,,,,,,2,30000,10861,,,,,,
Hokkaido,198208,,,,,,14524,,,178703,,,26423,,,
Tohoku,198208,,,,,,2198,,,623184,,,92206,,,
Tokyo,198208,,,,,,2106,,,1152728,,,151256,,,
Chubu,198208,,,,,,386,,,614431,,,210321,,,
Hokuriku,198208,,,,,,1012,,,218080,,,27998,,,
Kansai,198208,,,,,,1631,,,1092220,,,135951,,,
Chugoku,198208,,,,,,1756,,,628403,,,139043,,,
Shikoku,198208,,,,,,7696,,,322079,,,58703,,,
Kyushu,198208,,,,,,3018,,,604817,,,89459,,,
Okinawa,198208,,,,,,,,,13966,,,,,,
Hokkaido,198207,,,,,,14073,,,181455,,,29611,,,-8
Tohoku,198207,,,,,,2347,,,638912,,,100946,,,
Tokyo,198207,,,,,,2573,,,1212170,,,164277,,,
Chubu,198207,,,,,,417,,,647799,,,217234,,,
Hokuriku,198207,,,,,,961,,,283112,,,31425,,,
Kansai,198207,,,,,,1735,,,1130265,,,143175,,,
Chugoku,198207,,,,,,2115,,,669170,,,147329,,,
Shikoku,198207,,,,,,8546,,,335048,,,61148,,,
Kyushu,198207,,,,,,3488,,,609550,,,94586,,,
Okinawa,198207,,,,,,,,,11527,,,,,,
Hokkaido,198206,,,,,,12416,,,191822,,,32489,,,7
Tohoku,198206,,,,,,2469,,,762348,,,103377,,,
Tokyo,198206,,,,,,2624,,,1289300,,,158466,,,
Chubu,198206,,,,,,418,,,654376,,,210013,,,
Hokuriku,198206,,,,,,1022,,,321843,,,31007,,,
Kansai,198206,,,,,,1713,,,1149672,,,140357,,,
Chugoku,198206,,,,,,2093,,,689713,,,171470,,,
Shikoku,198206,,,,,,8737,,,386013,,,66349,,,
Kyushu,198206,,,,,,3356,,,667865,,,103942,,,
Okinawa,198206,,,,,,,,,14219,,,,,,
Hokkaido,198205,,,,,,8189,,,180183,,,35311,,,2
Tohoku,198205,,,,,,2063,,,739176,,,131945,,,-3
Tokyo,198205,,,,,,2425,,,1325853,,,207004,,,
Chubu,198205,,,,,,374,,,684550,,,285626,,,
Hokuriku,198205,,,,,,923,,,334647,,,39847,,,-3
Kansai,198205,,,,,,1663,,,1154884,,,208192,,,
Chugoku,198205,,,,,,2032,,,692056,,,201067,,,
Shikoku,198205,,,,,,8246,,,399584,,,79058,,,
Kyushu,198205,,,,,,3107,,,676218,,,129146,,,
